Words,Words_Count
the,281
of,200
and,183
to,154
in,146
was,79
for,67
were,66
with,64
oxygen,61
at,60
m,54
growth,50
rate,44
as,42
that,40
genes,38
this,36
smegmatis,35
expression,34
gene,34
by,31
saturation,30
is,30
are,28
hydrogenase,28
upregulated,28
energy,26
culture,25
dehydrogenase,25
under,23
hypoxia,22
conditions,22
an,22
slow,21
protein,20
or,20
low,20
hydrogenases,19
from,19
mycobacteria,18
all,18
tuberculosis,17
these,17
be,17
used,17
dilution,16
putative,16
response,16
cells,16
two,16
has,15
been,15
enzymes,14
continuous,14
hydrogen,14
using,14
cytochrome,14
ratios,13
both,13
into,13
on,13
electron,12
other,12
three,12
clusters,12
deletion,11
we,11
oxidoreductase,11
analysis,11
glycerol,11
succinate,11
observed,10
cell,10
upregulation,10
data,10
adaptation,10
metabolic,10
limitation,10
downregulated,9
left,9
compared,9
but,9
not,9
study,9
results,9
tca,9
then,9
which,9
it,8
batch,8
have,8
medium,8
well,8
metabolism,8
role,8
cycle,8
ml,8
when,8
could,8
showed,8
during,8
strain,8
subunit,8
gas,7
found,7
shown,7
factors,7
either,7
enzyme,7
rna,7
respectively,7
dehydrogenases,7
encoding,7
µl,7
complex,7
mb,7
potential,7
growing,6
genome,6
several,6
fumarate,6
performed,6
fast,6
doubling,6
chemostat,6
each,6
assembly,6
bp,6
pcr,6
pathways,6
our,6
bd,6
reductase,6
dna,6
proteins,6
involved,6
according,6
time,6
rates,6
alternative,6
cultures,6
pyruvate,6
hybridization,6
however,6
differentially,6
microarray,6
concentration,5
different,5
while,5
water,5
than,5
times,5
yield,5
total,5
only,5
southern,5
ratio,5
operon,5
no,5
nadh,5
mutant,5
mqo,5
most,5
more,5
molecular,5
min,5
primer,5
levels,5
redox,5
equivalents,5
reducing,5
included,5
regulated,5
respiration,5
high,5
sdh,5
one,5
see,5
sequences,5
sigma,5
slides,5
grown,5
limiting,5
carbon,5
bacteria,5
change,5
additional,5
can,5
additionally,5
absence,5
chain,5
annotated,5
phylogenetic,4
including,4
significantly,4
transcriptional,4
lbt,4
important,4
before,4
large,4
metabolize,4
sequence,4
method,4
difference,4
its,4
indicated,4
indicating,4
cysteine,4
model,4
induction,4
described,4
integration,4
intensity,4
invitrogen,4
adapt,4
supply,4
tigr,4
hypoxic,4
fragment,4
after,4
suggesting,4
normalization,4
furthermore,4
ferredoxin,4
state,4
starvation,4
synthase,4
ssc,4
mycobacterial,4
essential,4
species,4
soluble,4
environmental,4
homologues,4
software,4
out,4
quantitative,4
hypa,4
hypd,4
those,4
hype,4
hypf,4
allows,4
menaquinone,4
increased,4
macrophages,4
right,4
primers,4
maintained,4
confirmed,4
primary,4
would,4
changing,4
plots,4
rpm,4
components,4
presence,3
wild,3
homology,3
host,3
black,3
their,3
encodes,3
number,3
akin,3
available,3
chaperone,3
hypb,3
quality,3
saline,3
qpcr,3
hypc,3
red,3
coding,3
oxidase,3
machinery,3
does,3
doc,3
tif,3
sample,3
samples,3
complementation,3
panel,3
complete,3
transformed,3
parameters,3
complexes,3
transport,3
recycling,3
previously,3
nutrient,3
glycine,3
figure,3
chromatography,3
biosynthesis,3
generation,3
genomic,3
steady,3
regulatory,3
survive,3
factor,3
ability,3
flank,3
switch,3
extracted,3
bovis,3
glyoxylate,3
studies,3
greater,3
experiments,3
experiment,3
exogenous,3
reactions,3
flanking,3
strong,3
malate,3
biases,3
table,3
concentrations,3
mv,3
anaerobic,3
heme,3
cluster,3
containing,3
amplified,3
plasmid,3
type,3
physiological,3
unique,3
value,3
ph,3
show,3
carriers,3
bars,3
microscopy,3
cdna,3
peptidase,3
list,3
constant,3
pigmentation,3
lane,3
creating,3
construct,3
use,3
kor,3
microorganisms,3
least,3
versus,3
indicates,3
line,3
also,3
decreased,3
control,3
incubated,3
sds,3
membrane,3
lowered,3
scavenging,3
uptake,3
bcg,3
acceptor,3
respiratory,3
vector,3
did,3
kit,2
sensor,2
mechanisms,2
grey,2
restriction,2
mycobacterium,2
harbors,2
standard,2
relative,2
biological,2
manifested,2
remains,2
spots,2
natural,2
biology,2
nickel,2
along,2
reduced,2
resuspended,2
normalized,2
strongly,2
functional,2
rotary,2
bath,2
aminoallyl,2
further,2
many,2
strategies,2
regulon,2
reflects,2
likely,2
second,2
amino,2
still,2
bacterium,2
bioreactor,2
revealed,2
bacterial,2
labeled,2
scavenge,2
maturation,2
sigh,2
shaker,2
between,2
inoculation,2
rf,2
inoculated,2
lf,2
shunt,2
hypothesize,2
require,2
same,2
research,2
single,2
information,2
infection,2
models,2
lower,2
siga,2
mode,2
lyase,2
identity,2
similar,2
signaling,2
alanine,2
sigl,2
sige,2
indeed,2
sigg,2
sigj,2
lowering,2
increase,2
substrates,2
magnitude,2
insertion,2
middlebrook,2
interest,2
isocitrate,2
spatial,2
sources,2
because,2
listed,2
higher,2
removed,2
homologous,2
homologue,2
hours,2
showing,2
human,2
much,2
mrna,2
instead,2
majority,2
replicates,2
slowly,2
report,2
measured,2
reported,2
maintaining,2
al,2
int,2
represent,2
instructions,2
maintain,2
institute,2
source,2
markerless,2
subunits,2
phase,2
density,2
demonstrating,2
proline,2
demonstrate,2
acidic,2
products,2
catabolic,2
degrade,2
unknown,2
depicted,2
phosphoenolpyruvate,2
days,2
until,2
catalyze,2
cytochromes,2
cyp,2
acid,2
center,2
dependent,2
designated,2
they,2
transferred,2
oxidases,2
oxidative,2
oxidize,2
donor,2
approach,2
pair,2
distinct,2
transcription,2
transition,2
detect,2
carried,2
provided,2
carrier,2
pathogenic,2
tween,2
detector,2
detected,2
pattern,2
centrifugation,2
usa,2
produced,2
color,2
concert,2
por,2
porphyrins,2
changes,2
comparable,2
prior,2
above,2
able,2
colony,2
produce,2
coli,2
cold,2
withdrawn,2
close,2
cloned,2
yet,2
chemostats,2
µg,2
conducted,2
acceptors,2
wayne,2
confronted,2
create,2
validate,2
corresponded,2
process,2
values,2
copy,2
various,2
very,2
plasticity,2
via,2
plate,2
vitro,2
consumption,2
vivo,2
volume,2
accessory,2
polyg,2
downregulation,2
part,2
buffer,2
expressed,2
first,2
obligate,2
et,2
supercomplex,2
switched,2
extraordinary,2
ferredoxins,2
energetic,2
reason,2
systems,2
exhibited,2
supported,2
family,2
box,2
aerobes,2
feature,2
optical,2
supplemented,2
tensions,2
tension,2
equipped,2
operons,2
support,2
analyzed,2
expresses,2
arrays,2
five,2
e,2
aerobic,2
excision,2
exceptions,2
