Words,Words_Count
of,268
the,265
in,178
and,125
release,89
by,78
glutamate,67
with,65
stress,63
to,62
that,62
were,61
for,44
as,43
was,42
is,38
snare,37
on,36
from,33
rats,33
acute,31
we,26
at,23
cort,22
not,22
complexes,21
complex,21
increase,21
are,20
chronic,20
or,20
neurons,19
different,19
shown,18
this,18
presynaptic,18
be,18
synaptosomes,17
previously,17
membranes,17
effects,16
synaptic,15
treatments,15
analysis,15
effect,15
action,15
antidepressants,14
hpc,14
two,14
induced,14
dmi,14
data,14
found,13
it,13
changes,13
antidepressant,13
treatment,13
significant,12
previous,12
amplitude,12
may,11
levels,11
accumulation,11
drug,11
drugs,11
have,11
after,11
stressed,11
receptors,10
mm,10
study,10
performed,10
studies,10
footshock,10
increased,10
these,10
mechanism,10
probability,10
gaba,10
results,10
experiments,9
above,9
also,9
measured,9
evidence,9
pyramidal,9
postsynaptic,9
ru,9
which,9
both,9
here,9
groups,9
normalized,9
completely,9
transmission,9
rapid,9
rise,8
test,8
treated,8
basal,8
receptor,8
used,8
increasing,8
kda,8
eepscs,8
protein,8
control,8
when,8
an,8
areas,7
has,7
did,7
software,7
all,7
western,7
min,7
samples,7
membrane,7
interaction,7
obtained,7
suggest,7
before,7
number,7
rat,7
quantitation,7
because,7
cortex,7
gr,7
whether,7
first,6
subjected,6
sepsc,6
see,6
mediated,6
four,6
revealed,6
ppr,6
level,6
mechanisms,6
microdialysis,6
pretreatment,6
selective,6
each,6
bands,6
however,6
suggesting,6
showed,6
mr,6
exocytotic,5
stimulation,5
corticosterone,5
desipramine,5
downstream,5
significantly,5
system,5
terminals,5
circulating,5
decay,5
same,5
described,5
such,5
between,5
nacl,5
interestingly,5
using,5
line,5
present,5
induces,5
increases,5
rapidly,5
been,5
ratio,5
agomelatine,5
molecular,5
moreover,5
antagonist,5
out,5
but,5
carried,5
representative,5
group,5
glutamatergic,5
dependent,4
layer,4
prevented,4
only,4
one,4
prepared,4
standard,4
loading,4
mb,4
disorders,4
statistical,4
must,4
decrease,4
observed,4
possible,4
parallel,4
kinetics,4
pfc,4
modify,4
no,4
response,4
either,4
eepsc,4
days,4
following,4
reported,4
glucocorticoid,4
findings,4
related,4
facilitation,4
sensitivity,4
regulating,4
expressed,4
sepscs,4
reduce,4
recordings,4
serum,4
involved,4
recent,4
evoked,4
independent,4
epscs,4
ineffective,4
purified,4
endogenous,4
similar,4
slices,4
respectively,4
psychiatric,4
proteins,4
excitatory,4
other,4
suggested,4
administration,4
behavioral,4
anova,4
analyzed,4
superfusion,4
brain,4
visualized,4
times,4
time,4
calculated,4
can,4
currents,4
what,4
amino,4
acid,4
absence,4
work,4
collected,4
conditions,4
cnt,4
concentrations,4
reduction,3
i,3
block,3
flx,3
dampening,3
immunoreactive,3
b,3
associated,3
inhibitor,3
instead,3
binding,3
experimental,3
fluoxetine,3
external,3
second,3
tif,3
thus,3
applied,3
fusion,3
reuptake,3
therapy,3
therapeutic,3
chronically,3
followed,3
sample,3
intervals,3
antibody,3
abolished,3
vehicle,3
although,3
water,3
physiological,3
well,3
ago,3
monoclonal,3
administered,3
while,3
neurotransmitter,3
neurotransmitters,3
activation,3
will,3
overflow,3
without,3
order,3
possibly,3
amount,3
markedly,3
last,3
italy,3
its,3
venlafaxine,3
epsc,3
lack,3
antibodies,3
animals,3
ppf,3
vesicles,3
analyze,3
vfx,3
vivo,3
prefrontal,3
machinery,3
confirmed,3
iii,3
dampen,3
content,3
curves,3
due,3
do,3
