Words,Words_Count
the,145
of,114
and,92
in,90
erα,67
to,65
no,40
delphinidin,37
that,36
endothelial,34
with,32
by,31
from,24
polyphenols,22
was,22
mice,21
production,21
we,20
or,20
as,19
for,18
is,18
on,17
wine,17
red,17
cells,17
relaxation,15
were,14
increase,14
these,13
effects,13
this,12
enos,12
activation,11
are,11
wt,11
binding,10
molecular,10
an,10
two,9
has,9
reported,9
pathways,9
fulvestrant,8
demonstrate,8
been,8
induce,8
ppt,8
when,7
both,7
vascular,7
presence,7
at,7
receptor,7
using,7
either,7
studies,7
able,7
completely,7
interaction,7
src,6
including,6
direct,6
release,6
induced,6
first,6
cardiovascular,6
described,6
data,6
taken,6
ability,6
study,6
one,6
methods,6
also,6
ko,6
not,6
aortas,6
endothelium,5
which,5
deficient,5
agonists,5
increased,5
physiological,5
phosphorylation,5
through,5
via,5
most,5
have,5
human,5
previously,5
pathway,5
it,5
blunted,5
protection,5
aortic,5
assay,5
between,5
involved,5
but,5
associated,5
contraction,4
then,4
al,4
against,4
et,4
well,4
finally,4
activate,4
sirna,4
oral,4
relevance,4
demonstrated,4
targets,4
erβ,4
administration,4
same,4
compounds,4
suggest,4
metabolic,4
moreover,4
effect,4
resveratrol,4
abolished,4
respect,4
genistein,4
performed,4
used,4
leading,4
vivo,4
time,4
our,4
stimulate,3
only,3
stimulated,3
even,3
evidence,3
order,3
specific,3
eahy,3
other,3
indeed,3
site,3
interestingly,3
might,3
mode,3
results,3
hypothesis,3
mechanism,3
furthermore,3
functional,3
present,3
major,3
expression,3
docking,3
found,3
shown,3
observed,3
response,3
similar,3
recently,3
extract,3
france,3
pharmacological,3
capacity,3
beneficial,3
all,3
concentration,3
although,3
after,3
vessels,3
anions,3
activity,3
active,3
actions,3
triggering,3
triggers,3
subsequent,3
swiss,3
their,3
aromatic,3
be,3
superoxide,3
arteries,3
protocol,2
altogether,2
rings,2
risk,2
animals,2
role,2
treatment,2
however,2
prevention,2
nature,2
implication,2
greater,2
predicted,2
li,2
rats,2
function,2
conducted,2
three,2
novel,2
if,2
assessed,2
may,2
mesenteric,2
involving,2
involvement,2
vasculoprotective,2
investigate,2
intracellular,2
membrane,2
properties,2
calcium,2
relatively,2
inhibition,2
association,2
aorta,2
can,2
short,2
cell,2
antagonized,2
regard,2
reduced,2
approved,2
provided,2
domain,2
serotonin,2
link,2
extracted,2
tested,2
sirtuin,2
experimental,2
term,2
addition,2
structure,2
acting,2
women,2
system,2
enhance,2
accounting,2
enlightened,2
aim,2
ovariectomized,2
particular,2
epidemiological,2
stroke,2
er,2
estrogens,2
different,2
work,2
deleted,2
studied,2
absence,2
findings,2
dysfunction,2
showed,2
cultured,2
significant,2
silence,2
such,2
suggesting,2
silenced,2
disturbances,2
factors,2
cytosolic,2
directly,2
elicit,2
silencing,2
decrease,2
than,2
protocols,1
protein,1
rapid,1
published,1
protects,1
purchased,1
vasodilatation,1
proteins,1
range,1
zf,1
phosphorylations,1
provide,1
pharmacologically,1
phenyl,1
publication,1
positive,1
phytoestrogen,1
wild,1
possible,1
potency,1
pont,1
potent,1
ways,1
rapidly,1
potential,1
premenopausal,1
vitro,1
prevented,1
western,1
previous,1
wide,1
very,1
progressively,1
principles,1
polyphenolic,1
produced,1
produces,1
verify,1
profile,1
vein,1
vasorelaxation,1
polar,1
plasma,1
program,1
vasorelaxant,1
phytoestrogens,1
polarization,1
requires,1
rat,1
reactivity,1
smooth,1
slight,1
skin,1
testing,1
similarities,1
signalling,1
show,1
should,1
therapeutic,1
those,1
several,1
total,1
settings,1
set,1
transducing,1
ser,1
sensitivity,1
société,1
solids,1
some,1
stimulation,1
supplemental,1
supplementation,1
support,1
structural,1
strongly,1
supporting,1
strong,1
sustained,1
target,1
syndrome,1
stilbene,1
synergistic,1
spontaneously,1
synthase,1
spin,1
tannins,1
sense,1
segregates,1
transfection,1
use,1
represents,1
university,1
unknown,1
report,1
remain,1
up,1
us,1
releases,1
residue,1
vallon,1
reduction,1
variety,1
vasculature,1
recombinant,1
recognized,1
receptors,1
required,1
residues,1
transient,1
revised,1
seeds,1
secondly,1
trapping,1
rna,1
trigger,1
ring,1
rich,1
type,1
resonance,1
restore,1
tyrosine,1
umbilical,1
undergo,1
underlying,1
respectively,1
understanding,1
span,1
life,1
perform,1
diseases,1
discussion,1
disappears,1
directed,1
dilation,1
difference,1
dietary,1
diet,1
development,1
detected,1
details,1
des,1
derived,1
derive,1
delphindin,1
default,1
decreased,1
decipher,1
cyclooxygenase,1
culture,1
couple,1
control,1
contexts,1
contains,1
contained,1
contain,1
disease,1
distilleries,1
pathophysiological,1
divided,1
exerts,1
exerted,1
exert,1
excluding,1
exclude,1
exact,1
evoked,1
evidences,1
evaluated,1
evaluate,1
ethical,1
estrogen,1
essentially,1
erk,1
epr,1
enzymes,1
enhanced,1
engaged,1
end,1
elicits,1
electronic,1
due,1
docked,1
doc,1
do,1
contacts,1
consequent,1
conformed,1
concomitant,1
apolar,1
antioxidant,1
anthocyanins,1
anthocyanin,1
antagonist,1
animal,1
angers,1
anchors,1
analyzed,1
analysed,1
alterations,1
already,1
alpha,1
agouni,1
advance,1
additional,1
adapted,1
acute,1
acts,1
activates,1
action,1
act,1
acetylcholine,1
accordance,1
accepted,1
apoptosis,1
appears,1
atheroma,1
cause,1
compound,1
components,1
compensated,1
comparable,1
committee,1
classes,1
chronic,1
cerep,1
centre,1
cellular,1
caveolin,1
carried,1
atheroprotective,1
care,1
calmodulin,1
breakthrough,1
blotting,1
blocked,1
beta,1
beside,1
being,1
backbone,1
attention,1
atom,1
exhibit,1
existence,1
explain,1
last,1
minutes,1
mind,1
min,1
method,1
menopause,1
men,1
mediated,1
mediate,1
mechanisms,1
mb,1
maximally,1
maximal,1
mapk,1
mainly,1
lower,1
loss,1
looking,1
located,1
localized,1
literature,1
line,1
likely,1
like,1
least,1
later,1
modelling,1
models,1
modulates,1
obtained,1
pathologies,1
partly,1
particularly,1
partially,1
paris,1
paramagnetic,1
oxygen,1
oxidase,1
out,1
original,1
often,1
observation,1
molecules,1
numerous,1
now,1
nor,1
nih,1
nevertheless,1
neither,1
necessary,1
national,1
nadph,1
muscle,1
mouse,1
late,1
laboratory,1
extraction,1
kobayashi,1
hypertension,1
hydrophobic,1
here,1
heart,1
health,1
guide,1
group,1
grape,1
given,1
genay,1
further,1
functions,1
française,1
former,1
form,1
forearm,1
focused,1
fluorescence,1
flavonoids,1
flavonoid,1
fits,1
firstly,1
file,1
fatty,1
extrasynthèse,1
hypertensive,1
identifies,1
important,1
interactions,1
known,1
kinases,1
key,1
keep,1
isoforms,1
isoform,1
ischemic,1
involves,1
investigated,1
introduction,1
interference,1
interact,1
importantly,1
institutional,1
institutes,1
instance,1
inhibitor,1
information,1
induces,1
indicate,1
inactive,1
improves,1
improvement,1
improve,1
zucker,1
