Words,Words_Count
the,117
of,81
and,62
in,44
for,29
were,25
to,23
risk,20
association,20
was,19
study,19
on,17
fatness,16
with,15
fat,15
as,15
mass,13
measures,13
fto,13
is,13
score,13
population,13
pparg,12
bmi,12
by,12
participants,11
we,11
between,11
are,11
allelic,10
all,10
index,9
effect,9
significant,8
traits,8
gene,8
fmi,8
analyses,8
loci,8
that,8
at,7
using,7
this,7
an,7
effects,7
alleles,7
erf,7
age,7
sex,7
diabetes,6
hhex,6
discovered,6
be,6
insulin,6
results,6
polymorphisms,6
snps,6
genes,5
presented,5
height,5
studies,5
lean,5
resistance,5
selected,5
se,5
family,5
type,5
involved,5
associated,5
performed,5
or,5
wc,5
not,5
may,5
waist,5
allele,5
adjusted,4
ratio,4
these,4
studied,4
no,4
freq,4
whr,4
individual,4
based,4
erasmus,4
had,4
have,4
hip,4
obesity,4
body,4
genotype,4
least,4
percentage,4
locus,4
circumference,4
recently,4
other,4
from,4
weight,3
medical,3
some,3
detect,3
dual,3
squared,3
also,3
divided,3
dexa,3
our,3
statistical,3
genetically,3
energy,3
which,3
snp,3
data,3
there,3
calculated,3
bottom,3
trait,3
top,3
extreme,3
however,3
though,3
combined,3
power,3
vs,3
variation,3
estimate,3
first,2
netherlands,2
regression,2
n,2
fasting,2
number,2
found,2
frequency,2
obese,2
observed,2
model,2
medication,2
frequencies,2
millions,2
role,2
lipodistrophy,2
mb,2
measurements,2
general,2
levels,2
last,2
large,2
known,2
located,2
its,2
isolated,2
invited,2
patients,2
present,2
partly,2
package,2
prevalence,2
information,2
influence,2
individually,2
increase,2
identified,2
human,2
has,2
gwas,2
linear,2
genotyping,2
genomic,2
measure,2
ruchpen,2
even,2
than,2
table,2
applied,2
assessed,2
differentiation,2
development,2
assessing,2
characterized,2
been,2
subjects,2
such,2
variant,2
susceptible,2
value,2
currently,2
used,2
another,2
couples,2
corrected,2
controversy,2
control,2
taqman,2
tested,2
candidate,2
confirming,2
cases,2
center,2
two,2
tissue,2
characteristics,2
anthropometric,2
total,2
analyzes,2
south,2
while,2
year,2
evidence,2
al,2
each,2
estimated,2
explained,2
absorptiometry,2
where,2
doc,2
et,2
west,2
analysis,2
showed,2
nutrition,1
phenotypic,1
unequivocally,1
underlined,1
personal,1
underclothing,1
phw,1
plasma,1
years,1
platform,1
unclear,1
polymorphism,1
nominally,1
twenty,1
yet,1
written,1
up,1
worsened,1
until,1
oral,1
onset,1
villages,1
pa,1
only,1
participant,1
one,1
participate,1
values,1
pathways,1
obtained,1
who,1
women,1
worldwide,1
use,1
organs,1
people,1
various,1
same,1
position,1
rapid,1
reactions,1
received,1
strongly,1
strong,1
stratified,1
recent,1
status,1
statistically,1
stage,1
records,1
ref,1
spouses,1
sladek,1
significance,1
shows,1
regulation,1
shown,1
replicated,1
research,1
should,1
severe,1
several,1
seven,1
see,1
scattered,1
rotterdam,1
samples,1
rate,1
r,1
positive,1
quality,1
times,1
through,1
thought,1
thou,1
practitioners,1
presence,1
therefore,1
their,1
rucphen,1
thada,1
previous,1
previously,1
testing,1
prior,1
prism,1
progress,1
projects,1
protein,1
protocol,1
proven,1
provides,1
supporting,1
ps,1
support,1
suggested,1
style,1
published,1
nominal,1
abolished,1
nine,1
conclude,1
descendants,1
demonstrated,1
decades,1
damage,1
current,1
consists,1
consequently,1
consent,1
confirm,1
concerns,1
classified,1
computed,1
complete,1
comparing,1
community,1
committee,1
collection,1
cohorts,1
coefficient,1
cm,1
despite,1
details,1
determined,1
develop,1
error,1
equilibrium,1
environmental,1
eight,1
dysfunction,1
during,1
duplicates,1
dressed,1
done,1
dna,1
disturbances,1
disorder,1
disease,1
discussion,1
discrimination,1
discovery,1
direct,1
did,1
diabetic,1
clinical,1
city,1
especially,1
after,1
associations,1
assess,1
approved,1
any,1
analyzed,1
among,1
alone,1
alle,1
agreement,1
adult,1
circumstance,1
adjustment,1
adjacent,1
adipocyte,1
action,1
acting,1
across,1
accordingly,1
according,1
absorptimetry,1
baptized,1
because,1
become,1
besides,1
church,1
chr,1
children,1
childhood,1
change,1
century,1
cell,1
cause,1
cauchi,1
carbohydrate,1
call,1
ca,1
but,1
bp,1
borderline,1
border,1
blood,1
biosystems,1
biological,1
escalations,1
ethical,1
new,1
life,1
made,1
lowest,1
lower,1
lmi,1
living,1
little,1
line,1
limited,1
light,1
less,1
intake,1
lead,1
later,1
kg,1
itself,1
it,1
absence,1
introduction,1
introduced,1
interviews,1
majority,1
many,1
marginally,1
materials,1
multiple,1
mouse,1
mostly,1
most,1
more,1
minor,1
minimal,1
might,1
middle,1
methods,1
method,1
metabolism,1
metabolic,1
men,1
mellitus,1
measured,1
means,1
mean,1
maturation,1
intercept,1
initial,1
every,1
factor,1
founded,1
foster,1
food,1
following,1
five,1
figure,1
few,1
failure,1
factors,1
fact,1
inhabitants,1
extensive,1
exponential,1
explaining,1
explain,1
experienced,1
exhibited,1
excluded,1
example,1
examinations,1
fraction,1
gave,1
genabel,1
genealogical,1
informed,1
inflation,1
individuals,1
including,1
include,1
implicated,1
immigration,1
hypothesis,1
homologues,1
help,1
gwa,1
growth,1
groups,1
glucose,1
global,1
genotypic,1
genotypes,1
genotyped,1
genetic,1
young,1
