Words,Words_Count
the,198
of,165
in,104
and,95
cjd,67
to,60
for,52
death,42
deaths,38
age,35
vcjd,33
were,33
that,32
cases,31
united,31
with,31
data,28
states,27
from,26
incidence,26
was,26
years,26
rate,25
disease,24
or,24
by,23
is,22
are,21
surveillance,21
us,20
among,19
on,19
as,19
prion,19
rates,18
this,15
an,14
these,14
reported,13
group,13
records,12
region,11
literal,11
race,11
other,11
persons,11
based,10
codes,10
kingdom,10
higher,9
at,9
obtained,9
through,9
bse,9
annual,9
multiple,9
beginning,9
certificate,9
cause,9
increased,8
national,8
code,8
health,8
average,8
products,8
patient,8
than,8
all,8
also,8
be,8
brain,7
most,7
text,7
possible,7
year,7
one,7
study,7
information,7
sex,7
white,7
where,7
supermicar,7
those,7
per,7
population,7
black,7
females,7
countries,6
identified,6
diagnosis,6
has,6
coding,6
missing,6
cdc,6
northeast,6
south,6
onset,6
which,6
west,6
diseases,6
available,6
case,6
occurred,5
efforts,5
three,5
using,5
risk,5
patients,5
such,5
ongoing,5
symptoms,5
npdpsc,5
it,5
who,5
tissue,5
number,5
system,4
genetic,4
highest,4
remains,4
but,4
confirmed,4
factor,4
protein,4
reference,4
males,4
whites,4
analysis,4
experienced,4
terms,4
hemophilia,4
older,4
hereditary,4
relatively,4
however,4
during,4
found,4
died,4
residents,4
more,4
resident,4
both,4
born,4
classic,4
including,4
presence,4
differences,4
been,4
beef,4
because,4
midwest,4
had,4
medical,4
new,4
computerized,4
mechanisms,4
median,4
search,4
human,3
due,3
each,3
since,3
include,3
studies,3
humans,3
regions,3
suspected,3
relative,3
state,3
important,3
includes,3
initially,3
subsequently,3
duration,3
particularly,3
testing,3
cattle,3
results,3
can,3
used,3
blood,3
blacks,3
no,3
rule,3
variant,3
not,3
autopsy,3
period,3
occurrence,3
approximately,3
annually,3
almost,3
agents,3
words,3
addition,3
would,3
young,3
about,3
then,3
care,3
exposure,3
uk,3
have,3
majority,3
male,3
confirmation,3
may,3
compared,3
populations,3
expressed,3
low,3
reports,3
present,3
classification,3
saudi,3
unknown,3
mutation,3
possibly,3
center,3
help,2
result,2
returned,2
further,2
required,2
iatrogenic,2
identification,2
manually,2
remained,2
mortality,2
many,2
matched,2
previous,2
method,2
methods,2
predominate,2
monitoring,2
months,2
mri,2
if,2
neuropathological,2
physicians,2
north,2
november,2
personnel,2
occurs,2
only,2
otherwise,2
made,2
lowest,2
progressive,2
local,2
illness,2
included,2
indicate,2
indigenous,2
received,2
international,2
intervals,2
into,2
ratios,2
invariably,2
ix,2
rare,2
known,2
raised,2
public,2
listed,2
live,2
reviewed,2
younger,2
sickle,2
spongiform,2
coded,2
clinically,2
clinical,2
diagnosed,2
classified,2
cis,2
ci,2
different,2
child,2
until,2
submitted,2
census,2
use,2
calculated,2
biopsy,2
stable,2
elderly,2
department,2
under,2
demonstrate,2
continue,2
total,2
times,2
consumed,2
consumption,2
contaminated,2
throughout,2
confidence,2
continues,2
thalassemia,2
form,2
corresponding,2
comparison,2
two,2
their,2
dataset,2
collaboration,2
sporadic,2
cell,2
attributable,2
fatal,2
arabia,2
will,2
within,2
seen,2
family,2
agent,2
female,2
visits,2
adult,2
workers,2
added,2
first,2
rrs,2
revision,2
similar,2
america,2
estimated,2
viii,2
specified,2
epidemiological,2
unusual,1
world,1
women,1
unconventional,1
uncertain,1
pattern,1
utilizes,1
twenty,1
prions,1
tses,1
probable,1
utilizing,1
transmitted,1
problem,1
procedure,1
transmissible,1
wyoming,1
varied,1
transfusion,1
pathology,1
varying,1
pathological,1
pathogenic,1
vast,1
past,1
usually,1
periods,1
possibility,1
underlying,1
tonsil,1
up,1
percent,1
unrecognized,1
unnecessary,1
unlikely,1
unlike,1
postmortem,1
unless,1
wasting,1
weighted,1
poisson,1
periodic,1
when,1
widely,1
potentially,1
peaked,1
practitioners,1
verify,1
undercounts,1
prevented,1
prevention,1
phenomenon,1
without,1
procedures,1
reviewing,1
process,1
relocated,1
replacing,1
significantly,1
some,1
removed,1
source,1
specifically,1
specimens,1
remain,1
relies,1
regionally,1
spontaneous,1
spring,1
regression,1
stability,1
staff,1
standard,1
statistics,1
stayed,1
parts,1
show,1
should,1
september,1
review,1
routinely,1
retrieval,1
ruminant,1
respectively,1
resonance,1
ruminants,1
same,1
samples,1
scheme,1
resided,1
representative,1
second,1
selected,1
reporting,1
sensitive,1
sensitivity,1
strikingly,1
strong,1
processed,1
therefore,1
test,1
rarity,1
rapidly,1
ranging,1
ranged,1
range,1
there,1
raise,1
querying,1
refute,1
purported,1
provided,1
provide,1
they,1
third,1
proportion,1
projected,1
tissues,1
term,1
tenth,1
ratio,1
systematic,1
subject,1
refers,1
referent,1
subsequent,1
suggest,1
recorded,1
recognized,1
suggestion,1
receives,1
suggests,1
reasons,1
reasonably,1
rearranging,1
supplements,1
symptom,1
real,1
synonyms,1
provides,1
a,1
particular,1
did,1
diagnostic,1
diagnoses,1
determining,1
detection,1
detecting,1
detect,1
despite,1
deserves,1
describes,1
dementia,1
defined,1
decline,1
decedents,1
database,1
cwd,1
critical,1
country,1
could,1
cost,1
conversions,1
control,1
contribute,1
contrast,1
contradicted,1
continuing,1
continued,1
contamination,1
consists,1
consistently,1
dictionary,1
die,1
consist,1
direct,1
established,1
errors,1
epidemiology,1
environmental,1
entered,1
encouraged,1
encephalopathy,1
encephalopathies,1
enables,1
emergence,1
either,1
effective,1
early,1
earlier,1
dying,1
dura,1
dropping,1
drop,1
dramatically,1
documented,1
dividing,1
distinguishing,1
distinction,1
disparity,1
disorders,1
discussion,1
discuss,1
discrepancies,1
directly,1
consistent,1
considered,1
overcome,1
automated,1
atypical,1
attributed,1
attention,1
association,1
associated,1
assigns,1
ascertainment,1
artifact,1
arabian,1
approximate,1
appropriate,1
application,1
another,1
animals,1
analyses,1
american,1
although,1
allows,1
albeit,1
ages,1
affect,1
adults,1
adenoid,1
additional,1
activities,1
active,1
acquired,1
accuracy,1
abroad,1
authorities,1
b,1
considerable,1
banned,1
confirm,1
concerned,1
concern,1
component,1
compensate,1
commonly,1
common,1
colorado,1
collecting,1
coders,1
clinicians,1
chronic,1
checking,1
characterized,1
characteristics,1
characteristic,1
changed,1
cervids,1
certificates,1
centers,1
cellular,1
causative,1
carried,1
capable,1
calculate,1
bovine,1
between,1
being,1
before,1
estimates,1
european,1
evaluation,1
mechanism,1
marked,1
march,1
makes,1
maintained,1
magnetic,1
lower,1
longstanding,1
livestock,1
lived,1
limitations,1
limitation,1
