Words,Words_Count
of,300
the,291
to,154
in,150
and,137
gst,111
were,84
for,79
gorgonian,79
from,67
activity,62
with,58
by,52
hplc,48
that,47
was,47
at,45
p,42
as,36
on,35
homomalla,33
gsts,33
prostaglandins,31
cyphoma,30
is,29
fractions,28
this,27
their,25
mm,24
feeding,23
using,23
diet,23
digestive,23
fraction,23
gland,22
species,22
be,22
compounds,21
gibbosum,20
an,20
inhibition,20
extracts,19
concentration,19
values,19
cdnb,19
c,19
high,18
which,18
snails,17
all,17
µm,17
may,17
not,16
tissue,15
are,15
or,15
enzymes,14
expression,14
allelochemicals,14
ability,14
further,13
protein,13
each,13
cytosolic,13
used,13
diets,12
prostaglandin,12
inhibit,12
however,12
ki,12
inhibitor,12
have,12
between,11
inhibitory,11
could,11
into,11
did,11
concentrations,11
b,11
nmr,11
assay,10
snail,10
subunit,10
column,10
those,10
abundance,10
marine,10
inhibitors,10
presence,10
affinity,9
calculated,9
dietary,9
km,9
ml,9
subunits,9
four,9
substrates,9
constitutive,9
data,9
also,9
showed,9
volume,9
we,9
these,9
crude,9
range,9
collected,8
consumers,8
consisted,8
two,8
peaks,8
tissues,8
compared,8
organic,8
cyclopentenone,8
allelochemical,8
been,8
studies,8
results,8
glutathione,8
reaction,8
found,8
separated,8
ester,8
assays,8
prey,8
min,8
solvent,8
detoxification,8
phase,8
one,7
determined,7
if,7
described,7
control,7
known,7
containing,7
levels,7
see,7
ppm,7
potassium,7
feed,7
series,7
purchased,7
mobile,7
substrate,7
spectrum,7
a,7
both,7
waters,7
analysis,7
would,7
while,6
screening,6
eight,6
chemical,6
controls,6
contain,6
forms,6
differences,6
mixture,6
within,6
expressed,6
e,6
electrophilic,6
obtained,6
colonies,6
identified,6
standard,6
nc,6
present,6
comparison,6
composition,6
our,6
figure,6
methyl,6
initial,6
peak,6
pdf,6
buffer,6
methanol,6
enzyme,6
study,6
volumetric,6
equation,6
addition,6
g,6
spectra,6
spectral,6
gsh,6
asbestinum,6
mb,6
natural,5
measured,5
same,5
either,5
mean,5
conjugation,5
isoforms,5
reefs,5
compound,5
ligands,5
allowed,5
constant,5
lipophilic,5
suggest,5
days,5
phosphate,5
then,5
exposure,5
estimate,5
effects,5
consumer,5
contained,5
nm,5
induction,5
indicated,5
eicosanoids,5
linear,5
time,5
generalist,5
obtain,5
cm,5
its,5
apparent,5
acerosa,5
function,5
greatest,5
per,5
percent,5
flow,5
resulting,5
dominant,5
rate,5
displayed,5
here,5
when,5
ph,5
no,5
dmso,5
chloroform,5
tanks,4
furthermore,4
reported,4
specific,4
targett,4
patterns,4
among,4
ten,4
examined,4
gradient,4
six,4
relative,4
deterrent,4
ca,4
vrolijk,4
source,4
performed,4
assayed,4
mechanism,4
capacity,4
majority,4
samples,4
major,4
able,4
day,4
introduction,4
has,4
because,4
mins,4
controlled,4
signal,4
potential,4
subsequent,4
extract,4
observed,4
prior,4
potent,4
edta,4
immediately,4
three,4
acid,4
hosts,4
mammosa,4
serve,4
rates,4
likely,4
where,4
human,4
therefore,4
approach,4
effect,4
differ,4
below,4
tested,4
absorbance,4
than,4
possible,4
diversity,4
value,4
it,4
only,4
different,4
binding,4
µl,4
design,4
vivo,3
investigate,3
ion,3
due,3
dry,3
isoform,3
after,3
expected,3
soluble,3
important,3
water,3
response,3
result,3
field,3
sequester,3
findings,3
housed,3
hours,3
separately,3
five,3
selected,3
retained,3
higher,3
revealed,3
fractionation,3
amicon,3
wells,3
group,3
greater,3
sample,3
amount,3
favored,3
shallow,3
regularly,3
residence,3
related,3
slope,3
against,3
inhibited,3
estimates,3
single,3
individual,3
even,3
represent,3
significantly,3
significant,3
evolved,3
indicate,3
independent,3
shown,3
representing,3
still,3
area,3
experimental,3
experiments,3
including,3
whose,3
but,3
constitutively,3
corresponds,3
strategy,3
bind,3
consume,3
variable,3
vary,3
activities,3
terrestrial,3
minimum,3
correlated,3
protective,3
surrounding,3
proteins,3
ventalina,3
microplate,3
cytosol,3
cytotoxic,3
based,3
systems,3
system,3
mechanisms,3
act,3
monitored,3
most,3
conjugate,3
unless,3
pims,3
upon,3
plexaura,3
polyphagous,3
cellular,3
other,3
absence,3
order,3
transported,3
chloride,3
classes,3
potencies,3
collection,3
nucleophilic,3
predators,3
completely,3
bottom,3
ng,3
measurements,3
wet,3
m,3
available,3
devoid,3
diverse,3
ma,3
dissolved,3
average,3
maintained,3
detector,3
mammalian,3
detected,3
dissociation,3
quantification,3
literature,3
ranging,3
lower,3
possibly,2
whalen,2
host,2
alternatively,2
reverse,2
predator,2
isolated,2
level,2
normalized,2
positively,2
zorbax,2
limit,2
noted,2
µg,2
retention,2
account,2
nuclear,2
although,2
lines,2
herbivores,2
possesses,2
injection,2
reviewed,2
preparation,2
pers,2
gorgonians,2
advantage,2
physiological,2
kit,2
grade,2
placed,2
paste,2
s,2
partitions,2
partition,2
laboratory,2
plants,2
reactive,2
point,2
k,2
µmol,2
lee,2
overexpression,2
role,2
ring,2
over,2
americana,2
length,2
having,2
acetone,2
little,2
island,2
mg,2
quantities,2
quantitation,2
protease,2
invertebrates,2
represented,2
representative,2
reduce,2
yield,2
ad,2
intervals,2
mi,2
influence,2
preparations,2
metabolize,2
reduced,2
pseudopterogorgia,2
mass,2
alginic,2
pure,2
interactions,2
matched,2
initiated,2
injected,2
purified,2
yielding,2
proportion,2
raceway,2
increase,2
hydrophobic,2
responsible,2
maximum,2
acetonitrile,2
identification,2
near,2
preventing,2
nanoorange,2
previous,2
respectively,2
allowing,2
previously,2
resistance,2
importance,2
achieved,2
residues,2
recording,2
more,2
ranged,2
includes,2
molecular,2
ramping,2
zero,2
laboratories,2
frugiperda,2
glands,2
vydac,2
difference,2
averaged,2
diester,2
away,2
detoxify,2
vertebrate,2
determining,2
bahamas,2
determine,2
suite,2
bars,2
defense,2
d,2
cytochrome,2
curve,2
target,2
corrected,2
suggesting,2
suggested,2
via,2
assume,2
skeleton,2
equivalent,2
array,2
software,2
solely,2
solvents,2
eluting,2
effectively,2
diluted,2
squid,2
start,2
dtt,2
dried,2
downfield,2
stocking,2
domino,2
corals,2
tfa,2
consumed,2
cell,2
colony,2
cocktail,2
chromatography,2
chromatographic,2
chemically,2
certain,2
centrifugational,2
cays,2
total,2
causing,2
catalytically,2
catalytic,2
carbonyl,2
capable,2
unique,2
can,2
broad,2
top,2
consistently,2
comprehensive,2
biochemical,2
they,2
uv,2
blanquillensis,2
conditions,2
concentrates,2
through,2
components,2
commercially,2
bound,2
bradford,2
comparing,2
breadth,2
compare,2
together,2
tolerance,2
size,2
exceed,2
gastropod,2
exception,2
f,2
form,2
separate,2
sequestration,2
fed,2
free,2
applied,2
well,2
exact,2
frozen,2
exhibited,2
seven,2
arbor,2
exclusion,2
facilitating,2
screened,2
ann,2
every,2
seawater,2
finding,2
final,2
antioxidant,2
filters,2
first,2
weight,2
analyses,2
evaluated,2
given,2
scar,2
scars,2
extraction,2
aqueous,2
separation,2
exuma,2
fourteen,2
throughout,1
removed,1
prevented,1
presumably,1
pressed,1
thru,1
thus,1
seems,1
prepared,1
thwart,1
times,1
weighed,1
selection,1
utilizes,1
producing,1
protect,1
terminal,1
test,1
separations,1
properties,1
prompted,1
them,1
vacuum,1
thereby,1
promoters,1
promote,1
promiscuous,1
produces,1
retain,1
processing,1
selective,1
probes,1
vacuo,1
probe,1
resulted,1
prism,1
thiol,1
primarily,1
seen,1
though,1
thought,1
preference,1
zq,1
predominately,1
ultimately,1
room,1
pooled,1
pool,1
science,1
polyphagy,1
tunable,1
polycarbonate,1
polarities,1
twice,1
upper,1
type,1
schneider,1
unaffected,1
triplicate,1
rotary,1
scenario,1
under,1
undergo,1
pittsburgh,1
piscataway,1
