Words,Words_Count
the,263
of,214
in,133
and,133
were,89
to,88
cells,80
mice,73
with,70
tumor,57
was,57
at,55
virus,47
for,39
as,35
from,35
tumors,32
animals,29
injection,29
cell,26
is,24
be,23
mouse,23
after,23
days,22
fluc,22
by,21
shown,21
not,21
are,20
which,20
that,19
glioma,19
all,18
this,18
nude,18
we,18
single,17
one,16
on,16
but,16
pbs,16
moi,15
day,15
an,15
only,15
brain,15
xenografts,14
oncolytic,14
pfu,13
other,13
sfv,13
lines,13
intravenous,13
no,12
point,12
human,12
or,12
detected,12
study,12
replication,11
three,11
later,11
nd,11
could,11
hours,11
using,11
organs,11
have,11
also,11
vector,11
been,10
model,10
subcutaneous,10
post,10
bioluminescence,10
well,10
received,10
time,10
animal,10
injected,10
treated,10
any,9
positive,9
tissue,9
while,9
intracranial,9
two,9
infection,9
signal,9
reached,8
µl,8
either,8
activity,8
had,8
survival,8
end,8
group,8
has,8
viral,8
results,8
malignant,7
antibody,7
can,7
mb,7
symptoms,7
figure,7
orthotopic,7
tif,7
it,7
luciferase,7
removed,7
neurological,7
initial,7
intravenously,7
into,7
showed,6
presence,6
rluc,6
described,6
observed,6
expression,6
renilla,6
parental,6
due,6
imaged,6
between,6
when,6
gliomas,6
implanted,6
analysis,6
mm,5
than,5
vsv,5
size,5
treatment,5
hematoxylin,5
ivis,5
administration,5
eosin,5
minutes,5
established,5
usa,5
measured,5
out,5
another,5
during,5
brains,5
expressing,5
transduced,5
different,5
potential,5
added,5
both,5
histological,5
revealed,5
however,5
substrate,5
each,5
period,5
infected,4
regrowth,4
studies,4
remaining,4
reovirus,4
injections,4
residual,4
naïve,4
growth,4
vivo,4
regression,4
viability,4
wptfluc,4
imaging,4
present,4
did,4
produced,4
detection,4
heart,4
derived,4
contrast,4
alive,4
viruses,4
although,4
am,4
data,4
viable,4
calcein,4
larger,4
type,4
medium,4
compared,4
stained,4
titration,4
given,4
may,4
cns,4
these,4
gene,4
fixed,4
isolated,4
spleen,4
firefly,4
small,4
signs,4
similar,4
median,4
sensitivity,4
staining,4
transient,4
assay,4
right,4
monitored,4
large,4
experiment,4
intervals,4
attenuated,4
final,4
explant,4
outside,3
effect,3
flow,3
histology,3
effectively,3
images,3
left,3
likely,3
followed,3
efficacy,3
lentiviral,3
finland,3
immune,3
orthotopically,3
killing,3
madison,3
killed,3
kill,3
most,3
ndv,3
groups,3
evident,3
half,3
even,3
melanoma,3
none,3
means,3
failure,3
obtained,3
induce,3
increased,3
national,3
long,3
liver,3
healthy,3
live,3
original,3
natural,3
cut,3
peripheral,3
seeded,3
strains,3
stereotactic,3
changes,3
characterization,3
clinical,3
serum,3
common,3
complete,3
sections,3
system,3
section,3
confidence,3
sampled,3
sacrificed,3
considered,3
constructed,3
restricted,3
rest,3
such,3
test,3
replicate,3
viviren,3
able,3
above,3
achieve,3
within,3
wi,3
whether,3
weight,3
weeks,3
virulent,3
then,3
very,3
values,3
used,3
upon,3
up,3
until,3
assessment,3
trauma,3
response,3
significant,3
presented,3
cultured,3
plate,3
proteins,3
probe,3
promega,3
defects,3
detect,3
does,3
dose,3
interferon,2
thus,2
under,2
undetectable,2
turku,2
unharmed,2
processed,2
titers,2
intracardially,2
repeated,2
intraperitoneal,2
those,2
they,2
untreated,2
irrespective,2
therefore,2
therapeutic,2
isoflurane,2
production,2
termination,2
target,2
invasive,2
population,2
possibility,2
week,2
per,2
work,2
periphery,2
withdrawn,2
persistent,2
phase,2
immunocompetent,2
implantation,2
western,2
plaque,2
weekly,2
increase,2
panel,2
parenchyma,2
increasing,2
incubated,2
poliovirus,2
viremia,2
violet,2
paraformaldehyde,2
vast,2
paraffin,2
vaccinia,2
systemic,2
kda,2
proliferation,2
productive,2
nr,2
measles,2
semliki,2
seen,2
recent,2
measurement,2
seem,2
recently,2
recurrent,2
regions,2
secondary,2
scale,2
hosts,2
several,2
regrowing,2
normal,2
nor,2
review,2
regularly,2
remains,2
resistance,2
representative,2
report,2
necrotic,2
neurons,2
reasons,2
should,2
needle,2
skin,2
kuopio,2
laboratories,2
subcutaneously,2
studied,2
structural,2
strain,2
still,2
leaving,2
spread,2
some,2
solution,2
sizes,2
show,2
levels,2
six,2
ongoing,2
sites,2
radiation,2
site,2
perfused,2
signals,2
low,2
signaling,2
rate,2
a,2
µm,2
experiments,2
do,2
b,2
finnish,2
embedded,2
average,2
completely,2
effects,2
forest,2
area,2
four,2
dr,2
confirming,2
