Words,Words_Count
the,833
and,240
to,239
of,237
in,205
model,157
was,131
for,130
data,123
is,108
state,98
this,88
experimental,83
with,73
mitochondrial,69
that,66
as,58
were,57
matrix,56
conditions,52
by,51
used,50
set,50
volume,49
from,46
mm,44
rate,42
mitochondria,41
simulated,39
dynamics,36
calcium,35
at,34
parameter,33
reported,33
be,32
on,32
et,31
al,30
using,29
atp,28
exchanger,28
activity,27
not,27
buffer,26
these,25
δψ,25
simulations,24
it,24
all,23
mechanism,22
malate,22
steady,21
parameters,21
experiments,21
also,21
pi,20
tissue,20
max,20
heart,19
are,18
pyruvate,18
dehydrogenase,18
bioenergetics,18
reproduce,17
an,17
or,17
rates,17
constant,16
adp,16
manuscript,16
under,16
sensitivity,16
shown,16
during,16
lanoue,15
potassium,15
presented,15
mkhe,15
bioenergetic,15
proton,15
observed,14
each,14
channel,14
their,14
however,14
some,14
reactions,14
bose,14
expression,14
cycle,14
dcc,13
may,13
nadh,13
time,13
adenine,13
via,13
defined,13
tca,13
mkatp,13
enzyme,13
ph,12
values,12
would,12
membrane,12
different,12
glutamate,12
models,12
carrier,12
permeability,12
levels,12
example,12
regulation,12
sets,11
binding,11
based,11
only,11
responsible,11
variables,11
processes,11
relative,11
fit,11
more,11
part,11
addition,11
osmolarity,11
mathematical,11
material,11
development,11
ets,11
lsc,11
local,11
liver,11
experiment,11
δph,11
supplemental,11
expressions,11
species,11
fully,11
regulatory,11
total,11
activation,11
nucleotide,11
trends,10
high,10
substrates,10
have,10
concentration,10
inhibition,10
important,10
cauni,10
included,10
experimentally,10
increased,10
succinate,10
synthase,10
analysis,10
respiration,10
kcl,10
point,10
its,10
various,10
rat,10
when,10
complex,9
initial,9
well,9
medium,9
proposed,9
much,9
free,9
wan,9
temperature,9
sufficient,9
higher,9
between,9
including,9
than,9
they,9
necessary,9
load,9
exchange,9
both,9
note,8
done,8
varying,8
additional,8
devin,8
shows,8
added,8
although,8
simulation,8
composition,8
described,8
efflux,8
low,8
energized,8
structure,8
isocitrate,8
kth,8
mv,8
process,8
kowaltowski,8
could,8
results,8
been,8
forward,8
through,8
oxidative,7
approximately,7
thermodynamic,7
reaction,7
other,7
measured,7
µm,7
magnesium,7
concentrations,7
aspartate,7
enable,7
four,7
further,7
fumarate,7
specifically,7
wu,7
performed,7
obtained,7
similar,7
tcc,7
effect,7
citrate,7
due,7
basic,7
upon,7
mechanisms,7
independent,7
dissociation,7
change,7
ims,7
detailed,7
system,7
influx,7
equilibrium,6
constants,6
procedure,6
we,6
respiratory,6
equation,6
fitting,6
required,6
reproduced,6
biochemical,6
few,6
minutes,6
into,6
αkgdh,6
estimation,6
modeled,6
present,6
order,6
outer,6
algebraic,6
mg,6
cotransporter,6
uptake,6
but,6
points,6
such,6
given,6
condition,6
jth,6
corroboration,6
had,6
derived,6
sufficiently,6
associated,6
achieve,6
since,6
so,6
identical,6
dependence,6
substrate,6
found,6
several,6
function,6
enzymatic,6
porcine,6
differences,6
kinetics,6
absolute,5
describe,5
electrophoretic,5
without,5
swelling,5
description,5
either,5
physiological,5
there,5
mechanistic,5
supporting,5
about,5
study,5
accumulation,5
therefore,5
rapid,5
current,5
maintain,5
maintained,5
difference,5
dicarboxylate,5
matched,5
appropriate,5
lower,5
water,5
considered,5
oxidized,5
transport,5
simulating,5
ability,5
help,5
helps,5
parameterize,5
normalized,5
two,5
herein,5
previous,5
available,5
possess,5
identified,5
iii,5
no,5
initialized,5
role,5
capable,5
nad,5
can,5
value,5
consisted,5
compute,5
elevated,5
fitted,5
force,5
control,5
which,5
first,5
reducing,5
tolerance,5
step,5
source,5
hypothesis,4
explicitly,4
hypothesized,4
primarily,4
identification,4
even,4
respectively,4
isolation,4
mnhe,4
reduced,4
increase,4
leak,4
large,4
integrated,4
minute,4
resulting,4
less,4
ith,4
dramatically,4
motive,4
formulation,4
related,4
events,4
energy,4
known,4
fixed,4
generated,4
kinetic,4
endogenous,4
range,4
single,4
key,4
modifications,4
gtp,4
hexokinase,4
malmtx,4
has,4
provides,4
number,4
specific,4
modified,4
essentially,4
established,4
extended,4
malims,4
regulated,4
published,4
unitless,4
phosphate,4
curves,4
average,4
tricarboxylate,4
daes,4
because,4
within,4
after,4
before,4
complete,4
phosphorylation,4
work,4
adjustable,4
parameterization,4
osmotic,4
below,4
coefficient,4
coash,4
curve,4
those,4
partially,4
perturbations,4
content,4
consumption,4
while,4
consists,4
consisting,4
times,4
consistent,4
output,4
oxidation,4
ant,4
consider,4
arrhenius,4
vivo,4
corroborate,4
very,4
corroborated,4
assumptions,4
coa,4
adjusted,4
details,4
underlying,4
δψs,4
chosen,4
cardiac,4
potential,4
original,4
pathways,4
insufficient,3
any,3
small,3
next,3
approximated,3
p,3
second,3
network,3
future,3
kinase,3
intermediate,3
section,3
seen,3
monitored,3
scoa,3
uq,3
sensitive,3
cation,3
features,3
initiation,3
redox,3
whose,3
inner,3
towards,3
level,3
fits,3
phenomena,3
uniporter,3
five,3
transaminase,3
following,3
constrain,3
inorganic,3
units,3
net,3
interpretation,3
attributed,3
revealed,3
amounts,3
representation,3
varied,3
being,3
capture,3
simulate,3
reproducing,3
particularly,3
types,3
collective,3
up,3
should,3
variable,3
pool,3
pdh,3
response,3
characterize,3
changed,3
trend,3
having,3
uncertain,3
computing,3
interventions,3
include,3
authors,3
simultaneously,3
reveal,3
passive,3
most,3
nm,3
variety,3
replicated,3
must,3
unobserved,3
captured,3
contraction,3
changes,3
oxaloacetate,3
major,3
equivalents,3
presence,3
αkg,3
establish,3
egta,3
developed,3
across,3
predicting,3
evaluated,3
reaching,3
acid,3
evidence,3
predicted,3
physiologically,3
employed,3
reached,3
one,3
though,3
dash,3
studies,3
equilibrated,3
decarboxylation,3
maximum,3
zero,3
enabling,3
mk,3
activated,3
descriptive,3
succinyl,3
additionally,3
quantitative,3
electroneutral,3
electron,3
definitions,3
numerical,3
detail,3
environment,3
measure,3
many,3
correction,3
piims,3
expected,3
able,3
discussion,3
alternative,3
contribute,3
method,3
amount,3
objective,3
oaa,3
abstractions,3
explicit,3
pimtx,3
discrepancy,3
support,3
thus,3
list,3
methods,3
faithful,3
provided,3
outlined,3
three,3
states,3
mnce,3
mitigate,3
observations,3
nacl,2
produced,2
active,2
minimizing,2
initiated,2
isoc,2
purposes,2
mdh,2
updated,2
intermembrane,2
insights,2
place,2
ion,2
according,2
media,2
qualitative,2
reverse,2
carbon,2
nature,2
unknown,2
qualitatively,2
robust,2
intrinsic,2
measurements,2
involved,2
involves,2
intermediates,2
robustness,2
isolated,2
recalculated,2
builds,2
annealing,2
algorithm,2
refit,2
artifacts,2
allowing,2
modeling,2
applied,2
refine,2
whereby,2
alter,2
plays,2
altered,2
another,2
loads,2
versus,2
law,2
animal,2
least,2
produce,2
alternatively,2
amino,2
little,2
lists,2
will,2
reduce,2
recreate,2
limited,2
assumed,2
aid,2
bovine,2
adjust,2
variance,2
iv,2
yugi,2
respective,2
ram,2
respect,2
variations,2
requires,2
additions,2
address,2
require,2
adequately,2
represented,2
proteins,2
affected,2
replaced,2
beard,2
protein,2
relatively,2
mal,2
balanced,2
making,2
availability,2
ratios,2
maintaining,2
against,2
adenylate,2
dissipation,2
initialization,2
thermodynamically,2
overestimation,2
far,2
factors,2
numerous,2
extension,2
standard,2
tomita,2
explored,2
overall,2
over,2
convex,2
stated,2
exchanges,2
exchangers,2
except,2
still,2
corroborating,2
cotransport,2
our,2
topology,2
contain,2
plausible,2
transient,2
conductance,2
functions,2
prevent,2
oxygen,2
case,2
conservation,2
consideration,2
framework,2
considering,2
final,2
sodium,2
nucleoside,2
constrained,2
transduction,2
trajectories,2
sources,2
space,2
finally,2
currently,2
estimated,2
noted,2
estimate,2
design,2
electrogenic,2
predicts,2
efforts,2
effects,2
temperatures,2
did,2
techniques,2
diphosphokinase,2
duration,2
directly,2
driving,2
supported,2
discussed,2
taken,2
opening,2
precise,2
optimized,2
divalent,2
describes,2
successfully,2
omission,2
defining,2
cytochrome,2
especially,2
error,2
others,2
equations,2
decrease,2
odes,2
define,2
subsequently,2
oligomycin,2
definition,2
off,2
dehydrogenases,2
energetic,2
dependent,2
then,2
suc,2
them,2
gae,2
fum,2
hypoosmotic,2
hydratase,2
shuttle,2
increasing,2
hypoosmolar,2
nguyen,2
hyperosmotic,2
previously,2
cell,2
unfortunately,2
how,2
similarly,2
problems,2
induced,2
simple,2
type,2
closer,2
closely,2
increases,2
cit,2
chose,2
choice,2
idh,2
chemical,2
pathophysiological,2
cellular,2
serves,2
incorporates,2
serve,2
series,2
underestimated,2
see,2
certain,2
compared,2
coefficients,2
simplified,2
inhibitor,2
