Words,Words_Count
the,550
of,298
and,183
in,166
to,147
phagosome,129
is,112
that,100
with,89
exocytosis,81
membrane,67
from,65
for,62
cells,56
was,52
were,48
vacuole,47
cell,46
this,43
by,43
yeast,39
premature,39
as,39
an,38
at,36
it,32
we,30
are,29
actin,28
phagosomes,27
dictyostelium,27
seconds,25
expressing,25
minutes,24
vesicles,23
plasma,23
be,22
endosomes,22
early,21
after,21
time,20
prior,20
which,20
has,19
endosomal,19
or,18
endocytic,18
mb,17
two,17
new,17
have,16
not,15
removal,15
pathway,15
shown,15
retrieval,15
movie,14
during,14
acidic,14
ph,14
but,13
volume,13
been,13
mov,13
its,12
away,12
when,12
they,12
first,11
labeled,11
also,11
about,11
membranes,11
fusion,11
fluid,11
marker,11
present,11
over,10
may,10
period,10
being,10
had,10
increase,10
particle,10
binding,10
before,10
living,10
can,9
earlier,9
such,9
extracellular,9
using,9
medium,9
these,9
one,9
several,9
uptake,9
large,9
compartment,9
within,9
on,9
hours,9
into,9
containing,9
label,8
becomes,8
experiments,8
however,8
movement,8
their,8
then,8
small,8
signal,8
along,8
fitc,8
compartments,8
assembly,8
mammalian,8
seen,8
later,8
agarose,8
study,7
events,7
buffer,7
exocytosed,7
expansion,7
system,7
through,7
vacuoles,7
incubated,7
moves,7
thus,7
microscope,7
just,7
content,7
fluorescence,7
contact,7
separation,7
enriched,7
sorting,7
stage,7
shortly,7
source,7
indicating,6
phase,6
upon,6
second,6
cortex,6
endosome,6
phagocytes,6
added,6
removed,6
interval,6
macropinosome,6
series,6
more,6
late,6
three,6
recycling,6
used,6
all,6
particles,6
unlabeled,6
still,6
few,6
observed,6
examples,6
subunit,5
contractile,5
formation,5
layer,5
panel,5
appears,5
found,5
labeling,5
environment,5
occur,5
delivery,5
consistent,5
probe,5
event,5
provided,5
itself,5
rapidly,5
only,5
vatm,5
follows,5
both,5
between,5
cases,5
trafficking,5
migrating,5
up,5
although,5
binds,5
behavior,5
nascent,5
there,5
disappeared,5
show,5
thin,5
studies,5
whose,5
discoideum,5
enzyme,5
frames,4
domains,4
figure,4
formed,4
zeiss,4
dynamics,4
each,4
form,4
followed,4
expands,4
visible,4
vesiculation,4
filaments,4
emission,4
rise,4
transit,4
phagocytosis,4
surface,4
normally,4
note,4
observation,4
occurs,4
origin,4
our,4
panels,4
some,4
so,4
phosphoinositide,4
here,4
separates,4
separated,4
process,4
propelled,4
proton,4
recycled,4
released,4
results,4
revealed,4
rich,4
normal,4
no,4
neutralized,4
moving,4
images,4
immobilized,4
including,4
tif,4
influx,4
intensity,4
intervals,4
left,4
longer,4
lumen,4
lysosomes,4
macrophages,4
many,4
same,4
means,4
microscopy,4
microtubules,4
minute,4
morphology,4
than,4
tail,4
dilution,4
a,4
commonly,4
bacteria,4
changes,4
additional,4
detected,4
across,4
contains,4
brightly,4
begins,4
case,4
associated,4
biosensor,4
bulky,4
confocal,4
contain,4
filter,3
migrate,3
atp,3
mixed,3
once,3
chamber,3
again,3
mm,3
fluorescent,3
following,3
marked,3
role,3
responsible,3
result,3
transferred,3
remaining,3
remains,3
undergo,3
next,3
examined,3
example,3
neutral,3
excited,3
twice,3
capable,3
expanded,3
tubular,3
multiple,3
experiment,3
capture,3
move,3
covered,3
make,3
see,3
forms,3
site,3
supplemental,3
slightly,3
suggesting,3
area,3
constraint,3
soon,3
apparently,3
hydrolysis,3
identifies,3
sought,3
identity,3
spaces,3
immediately,3
specific,3
individual,3
indicated,3
increasing,3
complex,3
another,3
therefore,3
surrounded,3
fragment,3
release,3
luminal,3
frame,3
separate,3
arrowheads,3
line,3
levels,3
fuse,3
coat,3
arguing,3
gfp,3
laser,3
glass,3
sigma,3
signaling,3
similar,3
budded,3
expression,3
active,3
acquired,3
other,3
overlay,3
rear,3
back,3
part,3
eaten,3
rapid,3
view,3
best,3
pb,3
vigorous,3
phagocytosed,3
phagosomal,3
details,3
does,3
acidification,3
became,3
phosphoinositides,3
washed,3
photobleaching,3
place,3
proteins,3
properties,3
where,3
whether,3
possibility,3
presence,3
abrupt,3
previously,3
recorded,3
stages,3
often,3
brief,3
enzymes,3
d,3
occurred,3
us,3
employed,3
delivered,3
newly,2
protein,2
six,2
point,2
regulate,2
plasmid,2
isothiocyanate,2
points,2
regulating,2
composition,2
similarly,2
carried,2
reminiscent,2
pixel,2
position,2
labels,2
negligible,2
shows,2
replaced,2
phosphatidylinositol,2
showed,2
nature,2
shape,2
least,2
involved,2
internalization,2
concentration,2
space,2
presumptive,2
appreciated,2
pressure,2
confirming,2
indigestible,2
pressed,2
induce,2
information,2
presented,2
nutrient,2
initial,2
initially,2
inserted,2
interpretation,2
prepared,2
professional,2
appropriate,2
profile,2
confined,2
possibly,2
called,2
positioning,2
objective,2
somewhat,2
approximately,2
natural,2
because,2
around,2
become,2
moved,2
characteristic,2
biosensors,2
changing,2
rate,2
measured,2
mechanism,2
mechanisms,2
owing,2
captured,2
rinsed,2
methods,2
certain,2
right,2
mrfp,2
recently,2
center,2
revealing,2
otherwise,2
retrieved,2
record,2
starting,2
recording,2
recruited,2
morphological,2
motile,2
motion,2
brighten,2
round,2
less,2
lysosomal,2
mouse,2
occurring,2
arrowhead,2
brightens,2
live,2
sequence,2
narrow,2
long,2
phagocytic,2
cloud,2
beginning,2
periods,2
reduced,2
routes,2
na,2
number,2
pathogens,2
quenched,2
pass,2
sealed,2
manner,2
circle,2
sample,2
red,2
reported,2
markers,2
maintained,2
intracellular,2
domain,2
against,2
equipped,2
filamentous,2
visualized,2
surround,2
do,2
fluorophore,2
distinguish,2
half,2
tracked,2
vectors,2
suggests,2
acquisition,2
held,2
test,2
discovery,2
efficiently,2
visualization,2
dried,2
demonstrated,2
acidified,2
fyve,2
takes,2
fission,2
viewing,2
described,2
entire,2
upper,2
further,2
finding,2
targeting,2
together,2
fluorescein,2
analyzed,2
final,2
too,2
fused,2
vector,2
conserved,2
devoid,2
elongated,2
elongates,2
strains,2
culture,2
will,2
transport,2
strain,2
allowed,2
cover,2
transported,2
v,2
important,2
expected,2
diagonally,2
applied,2
step,2
allow,2
data,2
while,2
except,2
evident,2
illustrated,2
those,2
strongly,2
directly,2
ultra,2
excised,2
fact,2
food,2
acquires,1
act,1
uses,1
usually,1
regarding,1
b,1
utilized,1
use,1
axenically,1
reduction,1
state,1
regulated,1
related,1
report,1
triple,1
replete,1
twenty,1
activities,1
type,1
repeatedly,1
typical,1
available,1
remove,1
average,1
unable,1
remarkably,1
uncommon,1
undergoes,1
undergoing,1
underscoring,1
underwent,1
remainder,1
rely,1
averaged,1
unexpected,1
utilizing,1
relatively,1
unless,1
relationship,1
activation,1
recruits,1
versatility,1
recruiting,1
account,1
prompted,1
promptly,1
balance,1
accordingly,1
what,1
propulsion,1
well,1
wall,1
weaker,1
bacterial,1
weakened,1
protons,1
accounts,1
acid,1
whereupon,1
accomplished,1
accompanying,1
progressively,1
wide,1
width,1
proclivity,1
processing,1
processes,1
band,1
proceeded,1
accompany,1
bar,1
above,1
yellow,1
probably,1
able,1
protrusion,1
proved,1
recovery,1
receive,1
acidity,1
vesicle,1
reports,1
ratio,1
vc,1
rebounds,1
recent,1
visualize,1
acids,1
receptor,1
recognition,1
variable,1
acquire,1
vacuolar,1
vesicular,1
range,1
acidify,1
quite,1
via,1
quantify,1
viewed,1
purpose,1
purchased,1
pumping,1
pulse,1
views,1
published,1
proximity,1
providing,1
vigorously,1
provide,1
triggers,1
restriction,1
representation,1
suspension,1
argue,1
signaled,1
analyzing,1
significant,1
synchrony,1
silicone,1
suspended,1
tailed,1
similarity,1
since,1
supporting,1
sites,1
situations,1
supplying,1
systems,1
argues,1
suggestive,1
shaped,1
technique,1
serve,1
settled,1
target,1
severe,1
shaking,1
shapes,1
showing,1
sheet,1
shifted,1
arose,1
should,1
taken,1
take,1
size,1
slows,1
sequentially,1
splits,1
stratagene,1
specified,1
specifies,1
specify,1
speculate,1
spite,1
splitter,1
striking,1
stored,1
spreading,1
stops,1
stock,1
spurt,1
squeezing,1
strength,1
strong,1
suggested,1
sole,1
argon,1
smaller,1
suggest,1
primary,1
soil,1
sufficient,1
suddenly,1
approaches,1
sudden,1
antisense,1
successive,1
subunits,1
appealing,1
appear,1
techniques,1
sequences,1
trigger,1
attached,1
tracking,1
track,1
retrieving,1
retrograde,1
return,1
reutilized,1
trace,1
tracks,1
torn,1
reversible,1
tool,1
ring,1
add,1
assumes,1
attempting,1
attempts,1
rocket,1
transformed,1
tries,1
resembles,1
resident,1
translocation,1
activity,1
transiently,1
residues,1
resulting,1
transferring,1
resolution,1
respectively,1
restricted,1
stationary,1
acts,1
titus,1
tissue,1
temporal,1
amoebae,1
seeking,1
aspects,1
segment,1
selective,1
themselves,1
sensitive,1
among,1
sectors,1
sensor,1
amorphous,1
ask,1
arrows,1
analysis,1
tended,1
amino,1
already,1
timing,1
association,1
rocketing,1
advances,1
throughout,1
route,1
saccharomyces,1
agents,1
thought,1
secretory,1
scanning,1
ahead,1
schematic,1
seals,1
associates,1
allows,1
barely,1
devoted,1
primarily,1
full,1
fragmentation,1
fragmented,1
fragments,1
free,1
frequency,1
frequently,1
fro,1
contained,1
frozen,1
fully,1
contents,1
function,1
furthermore,1
generated,1
generates,1
genetic,1
gift,1
gradient,1
graphical,1
grease,1
fraction,1
contexts,1
feeding,1
five,1
fibroblast,1
field,1
could,1
cortical,1
filled,1
finally,1
find,1
corresponding,1
correlation,1
flattened,1
contribute,1
correlates,1
fluoresce,1
copies,1
focus,1
