Words,Words_Count
the,164
to,115
of,108
and,88
in,63
patents,54
that,49
is,48
for,41
are,37
on,35
patent,32
innovation,26
research,23
by,22
care,22
not,20
as,19
medical,18
or,17
access,17
this,16
than,16
rights,16
medicines,15
their,15
system,15
existing,14
biomedical,13
health,13
such,13
these,13
new,13
but,13
use,12
from,12
be,11
which,11
countries,11
if,11
we,11
evidence,11
pharmaceutical,11
an,10
developing,10
those,10
how,9
increase,9
it,9
patented,9
more,8
companies,8
there,8
university,8
cost,8
they,8
public,8
industry,8
market,8
drugs,8
question,7
whether,7
debate,7
do,7
anticommons,7
other,7
development,7
problem,6
with,6
even,6
researchers,6
must,6
can,6
many,6
different,6
drug,6
at,6
ip,5
who,5
through,5
transfer,5
while,5
trade,5
price,5
its,5
needs,5
intellectual,5
costs,5
could,5
property,5
licenses,5
impeding,5
impede,5
impact,5
have,5
devices,5
global,5
would,5
example,5
less,5
one,5
what,5
low,5
universities,5
because,5
may,5
all,5
material,5
when,5
little,5
company,4
product,4
materials,4
tests,4
clinical,4
concluded,4
private,4
technology,4
products,4
systems,4
survey,4
better,4
make,4
create,4
expensive,4
only,4
about,4
should,4
does,4
genetic,4
government,4
so,4
has,4
world,4
hcts,4
however,4
strategies,4
people,4
around,4
negotiations,4
current,4
out,4
compulsory,4
benefit,4
policy,4
where,4
licensing,4
between,3
biomedicine,3
important,3
provide,3
actors,3
nevertheless,3
increasing,3
per,3
academic,3
also,3
business,3
agreements,3
answer,3
way,3
sector,3
generic,3
diseases,3
lawsuit,3
using,3
demand,3
high,3
license,3
was,3
heath,3
two,3
both,3
possible,3
continue,3
models,3
innovative,3
firms,3
pharmaceuticals,3
colleagues,3
issue,3
problems,3
too,3
them,3
factor,3
results,3
fees,3
testing,3
needed,3
agreement,3
biologists,3
prices,3
end,3
fund,2
found,2
most,2
formulations,2
reagents,2
reach,2
required,2
part,2
rich,2
reasons,2
governments,2
group,2
offset,2
rather,2
require,2
had,2
own,2
likely,2
revenue,2
genes,2
limited,2
rely,2
much,2
further,2
fewer,2
neglected,2
future,2
gain,2
recent,2
gene,2
partnerships,2
receive,2
over,2
fail,2
factors,2
framing,2
remains,2
fact,2
investments,2
holders,2
patient,2
