Words,Words_Count
the,243
of,195
in,166
to,122
and,99
were,80
birds,73
levels,60
for,56
that,55
area,43
hearing,39
singing,38
song,37
by,36
at,36
was,35
as,34
is,31
or,31
deafened,29
we,29
this,29
with,28
more,25
these,25
songs,24
are,23
during,22
from,22
on,20
juveniles,20
used,19
expression,18
not,18
learning,17
two,17
similar,17
adults,16
between,15
striatum,15
than,15
when,15
an,14
both,14
group,13
their,13
using,13
observed,13
basal,13
vs,12
auditory,12
development,12
regulation,11
males,11
be,11
sensorimotor,11
groups,11
study,11
additional,10
zebra,10
syllables,10
examined,10
those,10
juvenile,10
here,10
correlation,10
it,9
only,9
may,9
then,9
our,9
onset,9
variability,9
practice,9
each,9
amount,9
relative,9
reported,9
thus,8
three,8
sham,8
sang,8
function,8
hours,8
results,8
form,8
finches,8
bird,8
sing,8
see,8
motor,8
vocal,8
no,8
outlying,8
morning,8
also,8
one,8
which,8
effect,7
structures,7
per,7
deaf,7
number,7
previously,7
region,7
adult,7
x,7
but,7
data,6
analysis,6
neural,6
day,6
days,6
same,6
following,6
al,6
found,6
motifs,6
tested,6
control,6
role,6
below,6
low,6
et,6
did,6
extent,6
time,6
sections,6
compared,6
stable,6
obtained,5
however,5
described,5
normalization,5
humans,5
other,5
note,5
adulthood,5
acoustic,5
throughout,5
deafening,5
have,5
whether,5
slightly,5
breeding,5
contrast,5
findings,5
untreated,5
any,5
learned,5
sound,5
either,5
because,5
probes,5
motif,5
measurements,5
measured,5
mrna,5
all,5
gene,5
increase,5
ages,5
age,5
after,5
methods,5
surrounding,4
could,4
despite,4
sung,4
test,4
different,4
sequence,4
spearman,4
comparison,4
significant,4
followed,4
full,4
outside,4
removal,4
deprivation,4
latter,4
protein,4
nidopallial,4
neurons,4
mutations,4
regions,4
undirected,4
water,4
recorded,4
interestingly,4
light,4
analyzed,4
they,4
animal,4
ml,4
might,4
male,4
relatively,4
variable,4
brain,4
together,4
cochlea,4
acutely,4
acute,4
reveal,4
rise,4
occurred,4
human,4
measure,3
order,3
operated,3
model,3
pattern,3
structural,3
molecule,3
occurs,3
determine,3
od,3
spent,3
multiple,3
differences,3
notes,3
patterns,3
due,3
stability,3
driven,3
greater,3
so,3
itself,3
haesler,3
section,3
high,3
higher,3
sagittal,3
how,3
frequently,3
hybridization,3
if,3
important,3
including,3
increased,3
first,3
should,3
made,3
shown,3
feedback,3
family,3
relationship,3
killed,3
known,3
lack,3
likely,3
experimental,3
expected,3
readily,3
exhibit,3
ratios,3
situ,3
experiments,3
can,3
aviary,3
transcription,3
testing,3
supported,3
teramitsu,3
decreased,3
allowed,3
values,3
decrease,3
attenuation,3
although,3
such,3
truncated,3
cages,3
taken,3
animals,3
another,3
suggest,3
coding,3
consistent,3
up,3
behavioral,3
across,3
surgery,3
coronal,3
who,3
correlated,3
subset,3
changes,3
while,3
addition,3
there,3
circadian,3
above,3
chambers,3
within,3
regulated,2
intensity,2
bearing,2
instead,2
bout,2
interpretation,2
repeated,2
tympanic,2
intervals,2
remaining,2
investigate,2
related,2
birdsong,2
its,2
replicate,2
uk,2
unable,2
beyond,2
under,2
briefly,2
return,2
report,2
hybridized,2
had,2
chronic,2
secs,2
has,2
second,2
tissues,2
change,2
total,2
cases,2
housed,2
case,2
roles,2
cannot,2
hypothesis,2
individually,2
idea,2
right,2
identified,2
rho,2
images,2
trend,2
immunoreactive,2
late,2
inc,2
ca,2
studies,2
indicated,2
brains,2
language,2
use,2
referred,2
pooled,2
alternatively,2
point,2
play,2
placed,2
new,2
phrases,2
normal,2
affected,2
periods,2
affect,2
adobe,2
noted,2
what,2
now,2
nuclei,2
nucleus,2
where,2
observations,2
adjacent,2
whereas,2
additionally,2
actively,2
white,2
often,2
without,2
would,2
operations,2
young,2
younger,2
much,2
am,2
refer,2
analyses,2
left,2
length,2
less,2
until,2
averaged,2
rather,2
lman,2
value,2
maintained,2
provide,2
associated,2
mature,2
variant,2
areas,2
variants,2
measurement,2
appeared,2
probe,2
prior,2
membrane,2
verbal,2
presumably,2
middle,2
via,2
minutes,2
vocalizations,2
monitored,2
anesthetic,2
volume,2
growth,2
abnormal,2
cohort,2
state,2
film,2
stabilize,2
finch,2
exhibiting,2
skills,2
considered,2
suggests,2
skin,2
disrupted,2
dedicated,2
counted,2
statistical,2
examine,2
stereotyped,2
stm,2
confirmed,2
enable,2
forkhead,2
figure,2
experiment,2
spanning,2
signal,2
ear,2
contribute,2
since,2
decapitation,2
duration,2
context,2
daily,2
copies,2
silent,2
factors,2
speech,2
single,2
features,2
singly,2
exploration,2
over,2
constant,2
songbird,2
ten,2
subtle,2
structure,2
composed,2
comparisons,2
ganglia,2
small,2
detect,2
subject,2
engaged,2
genes,2
slight,2
given,2
therefore,2
gradual,2
colony,2
greatest,2
density,2
designed,2
end,2
gate,2
sufficient,2
developing,2
difference,2
text,2
sequences,2
stronger,2
conducted,2
deficits,2
tests,2
developmental,2
subserve,2
proceeded,1
possible,1
society,1
produced,1
present,1
sufficiently,1
possibilities,1
post,1
songbirds,1
priori,1
possibility,1
software,1
pro,1
potential,1
vertebrate,1
preliminary,1
presence,1
prediction,1
precisely,1
precise,1
visualization,1
some,1
suitable,1
suggesting,1
procedure,1
power,1
procedures,1
vary,1
spans,1
sooner,1
solely,1
splice,1
portion,1
start,1
statistic,1
statistically,1
statistics,1
still,1
period,1
performed,1
stored,1
strength,1
striatal,1
will,1
subjects,1
pathway,1
strongly,1
wondered,1
parents,1
parametric,1
paper,1
own,1
years,1
yet,1
overlaying,1
overlaid,1
overall,1
persistent,1
subtracted,1
species,1
pfizer,1
warranted,1
specific,1
specifically,1
success,1
way,1
pm,1
spend,1
plasticity,1
plane,1
week,1
plains,1
spiny,1
producing,1
pixel,1
sprays,1
pico,1
weekly,1
phrase,1
photoshop,1
photomicrographs,1
phenotypes,1
well,1
phase,1
social,1
rapid,1
product,1
shares,1
revealing,1
set,1
returned,1
several,1
resulting,1
resulted,1
resultant,1
tungsten,1
temporal,1
result,1
restructuring,1
targets,1
tutor,1
shows,1
restriction,1
responses,1
respective,1
requires,1
represent,1
shawnee,1
taeniopygia,1
shortly,1
replacement,1
tacitly,1
removing,1
tutors,1
tended,1
series,1
treatment,1
rhythm,1
through,1
sectioned,1
timescale,1
sculpting,1
tissue,1
scores,1
scissors,1
scenario,1
saturation,1
seed,1
seems,1
seen,1
segments,1
san,1
tool,1
selected,1
rotary,1
transgenic,1
transient,1
transiently,1
separate,1
rna,1
separated,1
separately,1
sequential,1
removed,1
signals,1
production,1
utilizing,1
recognize,1
receptive,1
recently,1
receive,1
surgeries,1
rationale,1
ratio,1
rapidly,1
secured,1
rank,1
raised,1
quickly,1
quantified,1
remained,1
quantification,1
qualitatively,1
slower,1
provided,1
protracted,1
protocol,1
support,1
smallest,1
supplements,1
propylene,1
progress,1
program,1
sizes,1
unlikely,1
recordings,1
recovery,1
significance,1
relies,1
reliably,1
relevant,1
table,1
typically,1
systems,1
silence,1
unbiased,1
unbroken,1
regulatory,1
similarity,1
undergoing,1
underlying,1
regional,1
underwent,1
syllable,1
regarded,1
reflect,1
surgical,1
referring,1
unit,1
university,1
unlike,1
reduction,1
studied,1
life,1
orofacial,1
depends,1
correspond,1
counterparts,1
coupled,1
course,1
courtship,1
create,1
critical,1
currently,1
cycle,1
d,1
damage,1
decline,1
declined,1
decreases,1
deficit,1
defined,1
definition,1
degree,1
degrees,1
demonstrate,1
depended,1
core,1
coordination,1
convention,1
confidence,1
companion,1
company,1
comparable,1
complements,1
comprises,1
computed,1
concern,1
concurrently,1
conditions,1
confirm,1
controls,1
conform,1
connections,1
consecutive,1
consequently,1
consisted,1
consisting,1
constitutive,1
contains,1
continuously,1
depending,1
detailed,1
evidenced,1
details,1
drug,1
dublin,1
dyspraxia,1
edenbridge,1
effects,1
egg,1
embryogenesis,1
embryos,1
emerged,1
employing,1
enabling,1
encode,1
ending,1
engage,1
engineered,1
ensure,1
entire,1
environmental,1
equithesin,1
ethanol,1
even,1
drinking,1
downstream,1
down,1
directly,1
detected,1
determined,1
df,1
differed,1
digital,1
digitized,1
dip,1
direct,1
direction,1
disappearing,1
domain,1
discrepancy,1
discussion,1
disruption,1
disrupts,1
dissection,1
distinct,1
distinguish,1
do,1
does,1
communication,1
committee,1
combining,1
columella,1
allowing,1
alter,1
altered,1
amino,1
among,1
amorphous,1
anatomical,1
anesthesia,1
anesthetized,1
angeles,1
anterior,1
antibiotic,1
apparatus,1
appear,1
applied,1
approved,1
assess,1
assumptions,1
attributed,1
audacity,1
audition,1
albeit,1
akin,1
again,1
acids,1
about,1
absence,1
absent,1
abstracts,1
accompanied,1
accordance,1
according,1
accuracy,1
accurate,1
acquisition,1
administration,1
acronyms,1
act,1
activation,1
activities,1
ad,1
added,1
address,1
adjustment,1
adjustments,1
austin,1
authors,1
autoradiograms,1
changing,1
california,1
capacity,1
care,1
carl,1
carrots,1
caveat,1
cavity,1
cells,1
certain,1
chicken,1
calciboost,1
chloral,1
chosen,1
circuitry,1
circuits,1
cochlear,1
codes,1
colleagues,1
collected,1
colonies,1
calculated,1
cage,1
average,1
beginning,1
avoided,1
background,1
ban,1
barbiturate,1
bathing,1
bayer,1
baytril,1
before,1
begin,1
behavior,1
brainstem,1
behaviors,1
being,1
best,1
bilateral,1
binning,1
birdcare,1
blanket,1
bouts,1
box,1
evidence,1
exerts,1
organizational,1
medium,1
lot,1
lowers,1
ltd,1
magnitude,1
maintenance,1
major,1
make,1
making,1
mammalian,1
manipulation,1
manner,1
manually,1
matched,1
materials,1
maturation,1
maximal,1
mean,1
measures,1
mechanism,1
mechanisms,1
medial,1
los,1
longer,1
long,1
lessened,1
komatsuma,1
konishi,1
lacked,1
lacks,1
later,1
layers,1
least,1
legends,1
lengths,1
libitum,1
local,1
abnormalities,1
lifetime,1
likelihood,1
linguistic,1
link,1
linked,1
links,1
liquid,1
livingston,1
meditec,1
member,1
exhibited,1
memorize,1
newly,1
next,1
nighttime,1
nih,1
nitrogen,1
nj,1
none,1
noon,1
normalized,1
normally,1
nutritional,1
observation,1
observe,1
occur,1
older,1
ongoing,1
open,1
opmi,1
opportunity,1
optical,1
organization,1
neuroscience,1
neuronal,1
neuroanatomical,1
modest,1
mentioned,1
merely,1
mice,1
microscope,1
miller,1
millet,1
mimic,1
minimize,1
mission,1
modification,1
necessary,1
modifications,1
moreover,1
morris,1
most,1
movements,1
mutation,1
n,1
names,1
nature,1
knowledge,1
key,1
kernel,1
kept,1
formation,1
former,1
forms,1
fox,1
freedom,1
fresh,1
frozen,1
further,1
ganglion,1
gauge,1
genbank,1
general,1
generated,1
gloucestershire,1
guidelines,1
guttata,1
h,1
harbor,1
harvard,1
hatch,1
health,1
forebrain,1
follows,1
flying,1
facilitate,1
exhibits,1
experience,1
exposed,1
expressed,1
expressing,1
extend,1
