Words,Words_Count
the,336
of,207
and,122
in,87
to,75
with,59
for,54
is,48
were,42
experimental,39
from,39
amphotericin,34
at,34
was,31
are,30
as,29
that,28
lipid,27
each,26
space,25
experiments,25
recipes,25
on,24
response,24
by,23
mm,22
we,22
be,20
using,19
then,18
acid,18
our,17
this,17
ph,16
system,15
lipids,15
standard,15
generation,15
formulations,14
drug,14
different,14
solution,14
possible,14
selected,14
one,14
all,13
an,13
bicine,13
set,13
combinations,12
not,12
found,12
here,12
aqueous,12
dspg,12
two,12
process,12
formulation,11
random,11
possibilities,11
systems,11
it,11
design,11
chol,11
into,11
factors,11
used,11
µl,11
absorbance,11
model,11
or,11
have,11
data,10
library,10
recipe,10
complex,10
dopm,10
phase,10
qualitative,9
predictive,9
stability,9
glucose,9
other,9
three,9
more,9
chemical,9
prepared,9
based,9
pc,9
levels,9
components,9
purchased,9
can,8
stored,8
results,8
buffers,8
method,8
genetic,8
plate,8
protocol,8
well,8
models,8
over,8
total,8
many,8
sample,8
containing,7
screening,7
high,7
sterols,7
new,7
but,7
sucrose,7
shown,7
doe,7
number,7
than,7
optimum,7
these,7
problem,7
ps,7
optimization,7
sodium,7
concentration,6
mixture,6
factorial,6
dmso,6
function,6
robot,6
there,6
salt,6
approach,6
tubes,6
dopc,6
form,6
been,6
modeling,6
large,6
sampling,6
vials,6
statistical,6
experiment,6
metaparameters,6
after,6
bog,6
given,6
methods,6
crossed,6
such,6
linoleic,6
oleic,6
responses,6
iterated,6
points,5
performed,5
only,5
dmpg,5
first,5
powder,5
no,5
samples,5
pg,5
negatively,5
selection,5
resulting,5
experimentally,5
measurements,5
may,5
analyzed,5
b,5
sphingo,5
vesicles,5
amount,5
charged,5
values,5
volume,5
also,5
use,5
software,5
spaces,5
interactions,5
successive,5
surface,5
buffer,5
variables,5
time,4
following,4
group,4
initial,4
preparation,4
dppc,4
detergent,4
those,4
described,4
any,4
small,4
parameters,4
has,4
according,4
minutes,4
workstation,4
experimentation,4
which,4
neural,4
when,4
next,4
few,4
important,4
aggregates,4
algorithm,4
algorithms,4
water,4
eppendorf,4
entire,4
mes,4
order,4
frames,4
quantitative,4
sigma,4
section,4
some,4
calculated,4
sm,4
chromacol,4
second,4
conventional,4
code,4
size,4
however,4
significant,4
optimized,3
sugar,3
optimize,3
organic,3
among,3
lino,3
consisting,3
ambisome,3
egg,3
measured,3
effectively,3
analysis,3
cl,3
generated,3
choose,3
cholesterol,3
contains,3
free,3
incorporation,3
applying,3
dppg,3
seen,3
aldrich,3
clear,3
winning,3
above,3
ml,3
accuracy,3
most,3
xiril,3
exploration,3
myristoleic,3
complexity,3
work,3
within,3
solutions,3
separate,3
where,3
network,3
solvent,3
several,3
aggregate,3
normalized,3
sets,3
nth,3
could,3
ergosterol,3
ridges,3
robotic,3
handling,3
difficult,3
times,3
structure,3
structures,3
presence,3
because,3
presented,3
throughput,3
subsequent,3
makes,3
procedure,3
captured,3
they,3
designs,3
designing,3
designed,3
better,3
protocols,3
their,3
regions,3
succinic,3
liquid,3
recorded,3
liposomes,3
racks,3
sugars,3
randomly,3
build,3
predictions,3
criteria,3
top,3
traditional,3
perkinelmer,3
typically,3
types,3
automated,3
jmp,3
available,3
stable,3
placed,3
directly,3
difficulty,3
transferred,3
popg,3
interaction,3
popc,3
stochastic,3
methodology,2
materials,2
liposomal,2
identify,2
if,2
indicating,2
membrane,2
indicate,2
like,2
metaparameter,2
measure,2
kriging,2
internal,2
microcolumn,2
map,2
included,2
its,2
measuring,2
inputs,2
impractical,2
known,2
least,2
include,2
relative,2
molecule,2
step,2
through,2
them,2
tests,2
test,2
successful,2
substantial,2
stock,2
srl,2
toward,2
sphingomyelin,2
spectrum,2
spectrophotometer,2
specified,2
specific,2
sparsely,2
sonicated,2
thus,2
transfers,2
multilabel,2
vesicle,2
yet,2
yellow,2
would,2
wells,2
wallace,2
victor,2
vial,2
very,2
tris,2
vertices,2
variation,2
vacuum,2
untried,2
unsampled,2
under,2
twelve,2
show,2
seven,2
sepharose,2
obtained,2
particular,2
particles,2
parallel,2
output,2
optimizing,2
operators,2
ones,2
observed,2
see,2
numbers,2
noise,2
nitrogen,2
nine,2
nature,2
naoh,2
multilevel,2
pbs,2
peaks,2
pharmacokinetics,2
phospholipids,2
rhodamine,2
representation,2
repeats,2
removed,2
refined,2
real,2
rapid,2
range,2
quite,2
quantified,2
