Words,Words_Count
of,156
the,138
in,109
and,108
were,65
mice,61
by,55
prowazekii,47
with,46
r,42
from,41
to,39
for,39
that,32
infection,31
was,29
rickettsiae,29
or,29
tissue,29
days,27
at,27
as,23
dexamethasone,21
using,20
blood,20
adipose,20
cells,19
dna,18
disease,18
tissues,17
following,16
lungs,16
adipocytes,16
primary,16
is,15
infected,15
treatment,15
detected,14
after,14
cell,14
typhus,13
dormant,13
no,13
these,12
doxycycline,12
rickettsial,11
it,11
on,11
are,10
cyclosporine,10
this,9
levels,9
than,9
be,9
mouse,9
murine,9
recrudescent,9
pi,9
we,8
described,8
other,8
however,8
µl,8
samples,7
may,7
model,7
culture,7
our,7
pcr,7
treated,7
also,7
bacteria,7
splenocytes,6
group,6
identified,6
qpcr,6
an,6
mean,6
significantly,6
similar,6
but,6
epidemic,6
isolated,6
expression,6
completion,5
approximately,5
can,5
reactivation,5
obtained,5
recently,5
each,5
months,5
containing,5
antibody,5
antibodies,5
during,5
min,5
isolation,5
including,5
rickettsemia,5
time,5
determined,5
experimental,5
previously,5
years,5
possible,5
liver,5
lesions,5
brain,5
incubated,5
spleen,5
observed,4
have,4
reservoir,4
study,4
data,4
indeed,4
adipocyte,4
which,4
harvested,4
given,4
immunohistochemical,4
copies,4
pulmonary,4
only,4
agent,4
not,4
bacterial,4
fixed,4
intracellular,4
into,4
inoculated,4
livers,4
per,4
brains,4
spleens,4
lymph,4
been,4
many,4
slides,4
specific,4
sampled,4
first,4
induced,4
histopathologic,3
geometric,3
mm,3
gimenez,3
extensive,3
lipid,3
number,3
louse,3
less,3
outbreaks,3
evaluation,3
pathogenesis,3
dmem,3
patients,3
pbs,3
ip,3
one,3
differentiated,3
diluted,3
effects,3
methods,3
medium,3
effect,3
experiments,3
occurrence,3
immunofluorescence,3
fcs,3
detectable,3
fibroblasts,3
immune,3
immunosuppression,3
nd,3
igm,3
injection,3
igg,3
excised,3
has,3
response,3
united,3
considered,3
performed,3
serum,3
comprising,3
stained,3
briefly,3
brill,3
remain,3
assessed,3
reactivate,3
therapy,3
results,3
transient,3
rickettsia,3
role,3
sacrificed,3
cellular,3
antigens,3
received,3
recovery,3
contained,3
states,3
µg,3
stimulated,3
persistence,3
without,3
stress,3
within,3
daily,3
biochemical,3
test,3
cultures,3
any,3
vitro,3
when,3
could,3
suggest,3
interestingly,2
synthesis,2
invitrogen,2
inflammatory,2
targeting,2
tested,2
their,2
inguinal,2
subsequent,2
initiate,2
then,2
studied,2
inoculation,2
interferon,2
insulin,2
percentage,2
those,2
values,2
would,2
hosts,2
human,2
humans,2
whole,2
where,2
weight,2
washing,2
war,2
immunity,2
various,2
varied,2
immunohistochemistry,2
titers,2
immunologic,2
immunostaining,2
used,2
important,2
unknown,2
types,2
type,2
tuberculosis,2
triturates,2
known,2
individuals,2
triglycerides,2
kit,2
staining,2
stored,2
ompb,2
remains,2
remained,2
release,2
needed,2
new,2
region,2
node,2
nodes,2
reduce,2
recovered,2
receiving,2
qiagen,2
provided,2
sterile,2
provide,2
once,2
propagation,2
prolonged,2
prepared,2
precise,2
play,2
over,2
physiology,2
pathways,2
peritoneum,2
peritoneal,2
more,2
reported,2
representative,2
monoclonal,2
statistical,2
level,2
line,2
starved,2
starvation,2
lipoprotein,2
stains,2
locations,2
long,2
lung,2
specimens,2
some,2
social,2
shell,2
mechanisms,2
sham,2
metabolism,2
several,2
set,2
mg,2
sections,2
sample,2
microscopy,2
reverse,2
molecularly,2
primers,2
likely,2
determination,2
control,2
additional,2
cases,2
depends,2
conditions,2
frozen,2
frequency,2
causative,2
aseptically,2
day,2
formalin,2
assays,2
civil,2
associated,2
form,2
atcc,2
cdna,2
against,2
estimated,2
examined,2
fluorescence,2
compared,2
decreased,2
diminished,2
final,2
europe,2
caused,2
fever,2
directed,2
confluent,2
bloodmeal,2
cues,2
groups,2
able,2
determine,2
detect,2
context,2
coxiella,2
dose,2
burnetii,2
greater,2
extracted,2
extracts,2
antimicrobial,2
describe,2
developed,2
crucial,2
active,2
glta,2
cultured,2
body,2
acts,2
glass,2
activity,2
animals,2
because,2
glucocorticoids,2
s,1
same,1
saline,1
certain,1
rwanda,1
rules,1
rocky,1
causes,1
russia,1
russian,1
change,1
handled,1
say,1
scalpel,1
six,1
site,1
single,1
since,1
canada,1
cannot,1
significant,1
shown,1
showed,1
care,1
careful,1
severely,1
carried,1
services,1
serves,1
serial,1
sequesters,1
sequencing,1
separated,1
segment,1
roche,1
