Words,Words_Count
the,478
of,301
in,198
and,183
to,161
syphilis,90
as,79
pallidum,78
this,71
that,68
is,67
on,50
t,50
world,48
we,42
from,41
for,40
treponematoses,38
ybp,37
new,35
venereal,35
not,35
with,35
cases,35
subsp,32
by,31
rate,30
other,29
diseases,29
more,27
be,27
treponematosis,27
are,26
also,26
yaws,25
origin,25
were,24
treponemal,24
bejel,24
old,24
have,23
most,22
was,21
years,21
our,21
time,20
different,20
since,20
than,19
used,19
it,19
these,19
there,18
only,18
but,18
evidences,18
or,17
data,17
approach,16
europe,15
first,15
disease,15
evolutionary,15
between,15
all,15
hypothesis,15
ancient,14
osseous,14
humans,14
using,14
molecular,14
found,14
thus,13
would,13
study,13
some,13
about,13
however,13
evidence,13
spread,12
recent,12
times,12
substitution,12
if,12
group,12
congenital,12
case,11
such,11
at,11
emerged,11
hpd,11
reports,11
phylogenetic,11
analysis,11
two,11
strains,11
treponema,11
rates,11
h,11
been,10
well,10
can,10
oldest,10
reported,10
erectus,10
present,10
diagnosis,10
osteological,10
bacteria,10
million,10
ago,10
before,9
considering,9
regions,9
could,9
paleopathology,9
studies,9
sequences,9
test,9
genetic,9
today,9
number,9
estimated,9
total,9
therefore,9
century,8
when,8
an,8
treponemes,8
ancestor,8
analyses,8
genome,8
worldwide,8
americas,8
common,8
does,8
tmrca,8
very,8
whole,8
phylogenetics,7
pertenue,7
population,7
pinta,7
although,7
bones,7
published,7
treponeme,7
recently,7
many,7
results,7
clear,7
seems,7
into,7
endemic,7
human,7
one,7
tested,7
where,7
three,7
according,7
no,7
hypotheses,7
divergence,7
history,6
result,6
explain,6
species,6
collections,6
hand,6
c,6
et,6
despite,6
variation,6
affect,6
map,6
contact,6
paleopathological,6
hackett,6
causing,6
africa,6
has,6
mean,6
finally,6
based,6
mrca,6
al,6
proposed,6
sequence,5
last,5
distribution,5
shown,5
seen,5
discussed,5
criteria,5
lesions,5
differential,5
compared,5
lower,5
due,5
high,5
including,5
probable,5
either,5
included,5
possible,5
employed,5
per,5
diagnoses,5
a,5
b,5
subspecies,5
until,5
those,5
upper,5
which,5
arose,5
use,5
unlikely,5
above,5
after,5
then,5
base,5
substitutions,4
age,4
both,4
constraining,4
ad,4
range,4
during,4
e,4
each,4
homo,4
consequently,4
explored,4
out,4
within,4
specific,4
brought,4
conditions,4
through,4
refer,4
higher,4
infectious,4
they,4
bone,4
dates,4
people,4
sudan,4
values,4
dated,4
aids,4
biology,4
asia,4
still,4
far,4
whereas,4
bc,4
important,4
points,4
virulence,4
herein,4
suggested,4
infections,4
arid,4
registered,4
estimate,4
transition,4
less,4
clock,4
reviewed,4
great,4
uncertain,4
least,4
root,4
european,4
life,4
resulting,4
significant,4
certain,4
caused,4
allow,4
harper,4
had,4
mb,4
research,4
significantly,4
calibrate,4
so,4
form,4
establishment,4
remains,4
abstract,4
circa,4
solely,4
australia,3
efforts,3
analytical,3
taken,3
unitarian,3
true,3
main,3
authors,3
table,3
location,3
order,3
estimates,3
long,3
did,3
diagnostic,3
established,3
system,3
ayears,3
original,3
development,3
interaction,3
assuming,3
methods,3
alone,3
means,3
knowledge,3
effective,3
evolution,3
approaches,3
much,3
destructive,3
every,3
tissues,3
events,3
modern,3
evolved,3
late,3
transmitted,3
archaeological,3
its,3
observed,3
areas,3
obtained,3
do,3
exclude,3
lead,3
sites,3
middle,3
analyzed,3
endemicum,3
mutations,3
distinct,3
older,3
their,3
north,3
carried,3
back,3
bp,3
return,3
coli,3
slower,3
four,3
xvith,3
rest,3
health,3
here,3
work,3
refers,3
record,3
sources,3
broad,3
suggests,3
consequence,3
conservation,3
rather,3
climatic,3
france,3
russia,3
geographic,3
genes,3
generation,3
shows,3
size,3
show,3
genus,3
skeletal,3
sexually,3
same,3
given,3
cannot,3
changes,3
furthermore,3
yet,3
scenarios,3
accepted,3
hot,3
parts,3
palaeopathological,3
poor,3
virulent,3
contradict,3
quality,3
date,3
possibility,3
vary,3
undertaken,3
previously,3
prior,3
bony,3
infection,3
over,3
cultural,3
additionally,3
degree,3
states,3
final,3
expect,3
while,3
integrative,3
controversy,3
globe,2
increases,2
will,2
independently,2
limitations,2
intervals,2
include,2
limits,2
interpretation,2
information,2
year,2
investigated,2
led,2
known,2
know,2
italy,2
huge,2
us,2
historical,2
issue,2
women,2
xls,2
incisors,2
hygiene,2
language,2
xvth,2
unravel,2
harbors,2
various,2
intricate,2
hominids,2
oceania,2
tuberculosis,2
pylori,2
related,2
source,2
regarding,2
references,2
reassessment,2
reaches,2
reached,2
specifically,2
stages,2
question,2
publications,2
strength,2
provided,2
statistical,2
probably,2
posterior,2
statistically,2
populations,2
stemming,2
plotted,2
plausible,2
plants,2
reliable,2
repair,2
social,2
respectively,2
signs,2
six,2
should,2
shaped,2
set,2
skeleton,2
skeletons,2
skin,2
seem,2
see,2
second,2
scientists,2
scheme,2
scenario,2
slow,2
roman,2
revolution,2
small,2
resulted,2
snps,2
responsible,2
pinpoint,2
strong,2
mainly,2
minimum,2
novel,2
nevertheless,2
myth,2
mummies,2
throughout,2
tibia,2
tibiae,2
tpr,2
molars,2
translation,2
might,2
strongly,2
microbes,2
metaponto,2
mentioned,2
meant,2
treatment,2
may,2
matejkova,2
match,2
manifestations,2
majority,2
now,2
third,2
numbers,2
numerous,2
periods,2
studying,2
peer,2
particularly,2
pairs,2
pair,2
overlapping,2
overlap,2
outside,2
others,2
suggesting,2
